Processed Iteration 50,episodic return -134.32440352650767, reward_pressure: 1.0
Processed Iteration 100,episodic return 102.30941604702264, reward_pressure: 1.0
Processed Iteration 150,episodic return 212.17891297077276, reward_pressure: 1.0
Processed Iteration 200,episodic return 634.5395167647403, reward_pressure: 1.0
Processed Iteration 250,episodic return 1104.0654508623056, reward_pressure: 1.0
Processed Iteration 300,episodic return 1333.9790189885039, reward_pressure: 1.0
Processed Iteration 350,episodic return 2032.3036481120812, reward_pressure: 1.0
Processed Iteration 400,episodic return 2673.6413241663263, reward_pressure: 1.0
Processed Iteration 450,episodic return 2906.2651962498467, reward_pressure: 1.0
Processed Iteration 500,episodic return 3352.321336995118, reward_pressure: 1.0
Processed Iteration 550,episodic return 3753.8773196942852, reward_pressure: 1.0
Processed Iteration 600,episodic return 3910.6393510322396, reward_pressure: 1.0
Processed Iteration 650,episodic return 3482.980705126387, reward_pressure: 0.9950000000000003
Processed Iteration 700,episodic return 3745.936926272506, reward_pressure: 0.995
Processed Iteration 750,episodic return 4099.150335419466, reward_pressure: 0.9550000000000005
Processed Iteration 800,episodic return 4307.419911140009, reward_pressure: 0.9049999999999991
Processed Iteration 850,episodic return 4260.334751848682, reward_pressure: 0.8550000000000008
Processed Iteration 900,episodic return 3958.378537827857, reward_pressure: 0.8049999999999997
Processed Iteration 950,episodic return 3610.4157359569876, reward_pressure: 0.8809999999999991
Processed Iteration 1000,episodic return 4288.443836171145, reward_pressure: 0.866000000000001
Processed Iteration 1050,episodic return 4373.873749009519, reward_pressure: 0.8159999999999995
Processed Iteration 1100,episodic return 4149.583332774424, reward_pressure: 0.7659999999999999
Processed Iteration 1150,episodic return 3974.2845649876394, reward_pressure: 0.716
Processed Iteration 1200,episodic return 4223.227848874236, reward_pressure: 0.6659999999999993
Processed Iteration 1250,episodic return 4535.591291897399, reward_pressure: 0.6160000000000005
Processed Iteration 1300,episodic return 4356.82853277019, reward_pressure: 0.566
Processed Iteration 1350,episodic return 4263.868944041923, reward_pressure: 0.5159999999999999
Processed Iteration 1400,episodic return 4206.340701098309, reward_pressure: 0.5479999999999999
Processed Iteration 1450,episodic return 3864.9966488814453, reward_pressure: 0.5019999999999999
Processed Iteration 1500,episodic return 4579.007645825476, reward_pressure: 0.4519999999999994
Processed Iteration 1550,episodic return 4011.9668492933215, reward_pressure: 0.4019999999999997
Processed Iteration 1600,episodic return 4262.594718307057, reward_pressure: 0.35199999999999976
Processed Iteration 1650,episodic return 4528.645279098844, reward_pressure: 0.3019999999999994
Processed Iteration 1700,episodic return 4316.498467997699, reward_pressure: 0.25199999999999984
Processed Iteration 1750,episodic return 4266.692928810031, reward_pressure: 0.20199999999999946
Processed Iteration 1800,episodic return 4602.648500983344, reward_pressure: 0.15199999999999952
Processed Iteration 1850,episodic return 4451.467469603936, reward_pressure: 0.1159999999999996
Processed Iteration 1900,episodic return 3928.3417378444806, reward_pressure: 0.1359999999999996
Processed Iteration 1950,episodic return 4575.349522114936, reward_pressure: 0.08599999999999969
Processed Iteration 2000,episodic return 4292.156582253166, reward_pressure: 0.035999999999999754
