Processed Iteration 50,episodic return 135.52200535854664, reward_pressure: 1.0
Processed Iteration 100,episodic return 590.7177323564533, reward_pressure: 1.0
Processed Iteration 150,episodic return 1003.6426250487717, reward_pressure: 0.9835999999999991
Processed Iteration 200,episodic return 1007.8917445458417, reward_pressure: 0.9636000000000007
Processed Iteration 250,episodic return 1010.080434421927, reward_pressure: 0.9435999999999996
Processed Iteration 300,episodic return 1009.510845401699, reward_pressure: 0.923600000000001
Processed Iteration 350,episodic return 1014.3059183886402, reward_pressure: 0.9035999999999992
Processed Iteration 400,episodic return 1014.9596941781737, reward_pressure: 0.8836000000000002
Processed Iteration 450,episodic return 1016.2193503201206, reward_pressure: 0.8635999999999996
Processed Iteration 500,episodic return 1030.515643286488, reward_pressure: 0.8955999999999997
Processed Iteration 550,episodic return 1063.878264077351, reward_pressure: 1.0
Processed Iteration 600,episodic return 1071.6438288951276, reward_pressure: 1.0
Processed Iteration 650,episodic return 1078.329699225043, reward_pressure: 1.0
Processed Iteration 700,episodic return 1080.0384798955606, reward_pressure: 1.0
Processed Iteration 750,episodic return 1079.6123797389878, reward_pressure: 1.0
Processed Iteration 800,episodic return 1079.6991695107536, reward_pressure: 0.987199999999999
Processed Iteration 850,episodic return 1080.4523911037215, reward_pressure: 0.9672000000000005
Processed Iteration 900,episodic return 1080.1065680754598, reward_pressure: 0.9787999999999991
Processed Iteration 950,episodic return 1080.8518516617003, reward_pressure: 0.9612000000000006
Processed Iteration 1000,episodic return 1082.5546475975789, reward_pressure: 0.9712000000000003
Processed Iteration 1050,episodic return 1081.7680260013697, reward_pressure: 0.9939999999999991
Processed Iteration 1100,episodic return 1079.6458510992582, reward_pressure: 0.9740000000000003
Processed Iteration 1150,episodic return 1080.770131740805, reward_pressure: 0.9539999999999997
Processed Iteration 1200,episodic return 1082.2642787289428, reward_pressure: 0.9340000000000007
Processed Iteration 1250,episodic return 1083.8744770033234, reward_pressure: 0.9192000000000009
Processed Iteration 1300,episodic return 1084.0429578998346, reward_pressure: 0.9148000000000002
Processed Iteration 1350,episodic return 1084.169342208522, reward_pressure: 0.8948000000000002
Processed Iteration 1400,episodic return 1085.0458548131035, reward_pressure: 0.8796
Processed Iteration 1450,episodic return 1084.6903243311951, reward_pressure: 0.8751999999999994
Processed Iteration 1500,episodic return 1085.2371648512628, reward_pressure: 0.8552000000000004
Processed Iteration 1550,episodic return 1083.2207459121807, reward_pressure: 0.8351999999999999
Processed Iteration 1600,episodic return 1082.1214847997537, reward_pressure: 0.8151999999999995
Processed Iteration 1650,episodic return 1081.180560684823, reward_pressure: 0.7952000000000006
Processed Iteration 1700,episodic return 1082.044635851299, reward_pressure: 0.7751999999999998
Processed Iteration 1750,episodic return 1081.2944121438952, reward_pressure: 0.7551999999999995
Processed Iteration 1800,episodic return 1081.8654553811948, reward_pressure: 0.7351999999999993
Processed Iteration 1850,episodic return 1083.0932013276743, reward_pressure: 0.7187999999999991
Processed Iteration 1900,episodic return 1083.0712723924748, reward_pressure: 0.7163999999999996
Processed Iteration 1950,episodic return 1081.8532755023987, reward_pressure: 0.6963999999999995
Processed Iteration 2000,episodic return 1082.0242912688523, reward_pressure: 0.6763999999999996
Processed Iteration 2050,episodic return 1083.6979862454582, reward_pressure: 0.6564000000000001
Processed Iteration 2100,episodic return 1082.6942206338795, reward_pressure: 0.6364000000000004
Processed Iteration 2150,episodic return 1084.291290962719, reward_pressure: 0.6164000000000002
Processed Iteration 2200,episodic return 1085.5402490018284, reward_pressure: 0.5963999999999998
Processed Iteration 2250,episodic return 1086.0849748672163, reward_pressure: 0.5763999999999992
Processed Iteration 2300,episodic return 1085.6444303402004, reward_pressure: 0.5563999999999991
Processed Iteration 2350,episodic return 1085.3042212562393, reward_pressure: 0.5363999999999993
Processed Iteration 2400,episodic return 1085.1623991896884, reward_pressure: 0.5163999999999996
Processed Iteration 2450,episodic return 1086.7949081833572, reward_pressure: 0.5287999999999993
Processed Iteration 2500,episodic return 1086.4432560725013, reward_pressure: 0.5259999999999995
Processed Iteration 2550,episodic return 1087.574332556017, reward_pressure: 0.5099999999999998
Processed Iteration 2600,episodic return 1087.7302296988585, reward_pressure: 0.5159999999999997
Processed Iteration 2650,episodic return 1086.5446424704005, reward_pressure: 0.496
Processed Iteration 2700,episodic return 1086.328493874167, reward_pressure: 0.4760000000000002
Processed Iteration 2750,episodic return 1087.2976133519003, reward_pressure: 0.4559999999999991
Processed Iteration 2800,episodic return 1088.5108571652393, reward_pressure: 0.47039999999999993
Processed Iteration 2850,episodic return 1090.267889168091, reward_pressure: 0.5027999999999997
Processed Iteration 2900,episodic return 1095.7339363670328, reward_pressure: 0.5891999999999998
Processed Iteration 2950,episodic return 1135.3654477679227, reward_pressure: 0.8131999999999997
Processed Iteration 3000,episodic return 1185.7860115899891, reward_pressure: 0.97
