Processed Iteration 50,episodic return -9.813498539929292, reward_pressure: 1.0
Processed Iteration 100,episodic return 1526.9130331443798, reward_pressure: 1.0
Processed Iteration 150,episodic return 2537.66151203925, reward_pressure: 1.0
Processed Iteration 200,episodic return 2835.8185161964343, reward_pressure: 1.0
Processed Iteration 250,episodic return 2856.1526042703445, reward_pressure: 1.0
Processed Iteration 300,episodic return 3143.5034216098666, reward_pressure: 1.0
Processed Iteration 350,episodic return 3168.6752004800865, reward_pressure: 0.9899999999999999
Processed Iteration 400,episodic return 3328.527957528953, reward_pressure: 1.0
Processed Iteration 450,episodic return 3250.419359386548, reward_pressure: 0.9650000000000007
Processed Iteration 500,episodic return 3238.3886774411185, reward_pressure: 0.914999999999999
Processed Iteration 550,episodic return 3169.4051298579, reward_pressure: 0.865000000000001
Processed Iteration 600,episodic return 3434.188988457507, reward_pressure: 0.8320000000000006
Processed Iteration 650,episodic return 3453.8609878614543, reward_pressure: 0.8329999999999997
Processed Iteration 700,episodic return 3544.2861642157804, reward_pressure: 0.8490000000000008
Processed Iteration 750,episodic return 3556.776836953321, reward_pressure: 0.8250000000000008
Processed Iteration 800,episodic return 3493.024706074014, reward_pressure: 0.8259999999999996
Processed Iteration 850,episodic return 3535.2403715789883, reward_pressure: 0.7799999999999998
Processed Iteration 900,episodic return 3461.852208161088, reward_pressure: 0.7959999999999999
Processed Iteration 950,episodic return 3529.1809700681933, reward_pressure: 0.7460000000000001
Processed Iteration 1000,episodic return 3412.298651255413, reward_pressure: 0.6959999999999994
Processed Iteration 1050,episodic return 3524.0220973294036, reward_pressure: 0.6759999999999998
Processed Iteration 1100,episodic return 3499.181049845312, reward_pressure: 0.6949999999999996
Processed Iteration 1150,episodic return 3471.653867612636, reward_pressure: 0.678999999999999
Processed Iteration 1200,episodic return 3481.397821650029, reward_pressure: 0.6290000000000003
Processed Iteration 1250,episodic return 3389.9594806078258, reward_pressure: 0.5790000000000002
Processed Iteration 1300,episodic return 3355.4380453985636, reward_pressure: 0.5289999999999996
Processed Iteration 1350,episodic return 3361.286248486626, reward_pressure: 0.47899999999999965
Processed Iteration 1400,episodic return 3437.959826371818, reward_pressure: 0.4289999999999993
Processed Iteration 1450,episodic return 3439.395580924505, reward_pressure: 0.3789999999999999
Processed Iteration 1500,episodic return 3432.2818831144123, reward_pressure: 0.3289999999999994
Processed Iteration 1550,episodic return 3328.308664378367, reward_pressure: 0.2789999999999998
Processed Iteration 1600,episodic return 3440.8595177218567, reward_pressure: 0.22899999999999957
Processed Iteration 1650,episodic return 3376.335796927181, reward_pressure: 0.17899999999999966
Processed Iteration 1700,episodic return 3359.8687562297036, reward_pressure: 0.12899999999999961
Processed Iteration 1750,episodic return 3303.7479924003815, reward_pressure: 0.07899999999999972
Processed Iteration 1800,episodic return 3341.9073180132527, reward_pressure: 0.028999999999999807
Processed Iteration 1850,episodic return 3358.670566808505, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3496.173715156954, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3405.0441036420343, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3330.488401420957, reward_pressure: 0.0
