Processed Iteration 50,episodic return -133.59751489442314, reward_pressure: 1.0
Processed Iteration 100,episodic return 297.9942978153189, reward_pressure: 1.0
Processed Iteration 150,episodic return 913.8378012593206, reward_pressure: 1.0
Processed Iteration 200,episodic return 1421.4551855746558, reward_pressure: 1.0
Processed Iteration 250,episodic return 1917.944432201109, reward_pressure: 1.0
Processed Iteration 300,episodic return 2144.180001361722, reward_pressure: 1.0
Processed Iteration 350,episodic return 2338.34103185503, reward_pressure: 0.9995999999999999
Processed Iteration 400,episodic return 2574.0584700922373, reward_pressure: 0.9987999999999998
Processed Iteration 450,episodic return 2575.820746545672, reward_pressure: 0.9787999999999993
Processed Iteration 500,episodic return 2652.0038050826633, reward_pressure: 0.9588000000000005
Processed Iteration 550,episodic return 2662.8824625448574, reward_pressure: 0.9432
Processed Iteration 600,episodic return 2546.405808353127, reward_pressure: 0.9568000000000002
Processed Iteration 650,episodic return 2605.9061524479616, reward_pressure: 0.9368000000000002
Processed Iteration 700,episodic return 2541.6550504550487, reward_pressure: 0.9168000000000005
Processed Iteration 750,episodic return 2486.3852472316357, reward_pressure: 0.8967999999999998
Processed Iteration 800,episodic return 2441.6668303087076, reward_pressure: 0.8767999999999997
Processed Iteration 850,episodic return 2567.505246684168, reward_pressure: 0.8568000000000001
Processed Iteration 900,episodic return 2614.1343661757883, reward_pressure: 0.8368000000000001
Processed Iteration 950,episodic return 2588.8046700689492, reward_pressure: 0.8167999999999996
Processed Iteration 1000,episodic return 2616.925927603452, reward_pressure: 0.7968000000000004
Processed Iteration 1050,episodic return 2696.5500727296057, reward_pressure: 0.7767999999999999
Processed Iteration 1100,episodic return 2683.034750983367, reward_pressure: 0.7635999999999994
Processed Iteration 1150,episodic return 2807.6930842614343, reward_pressure: 0.7764
Processed Iteration 1200,episodic return 2728.287110256457, reward_pressure: 0.7760000000000005
Processed Iteration 1250,episodic return 2723.008213505949, reward_pressure: 0.7639999999999988
Processed Iteration 1300,episodic return 2592.815852262694, reward_pressure: 0.7439999999999997
Processed Iteration 1350,episodic return 2621.3553932221057, reward_pressure: 0.7239999999999991
Processed Iteration 1400,episodic return 2613.2130026165905, reward_pressure: 0.7039999999999997
Processed Iteration 1450,episodic return 2622.216408704466, reward_pressure: 0.6839999999999996
Processed Iteration 1500,episodic return 2796.187506376077, reward_pressure: 0.6639999999999999
Processed Iteration 1550,episodic return 2602.9436621597224, reward_pressure: 0.6440000000000003
Processed Iteration 1600,episodic return 2603.319958080343, reward_pressure: 0.6240000000000002
Processed Iteration 1650,episodic return 2623.344947138487, reward_pressure: 0.6040000000000005
Processed Iteration 1700,episodic return 2576.4931696124586, reward_pressure: 0.5839999999999992
Processed Iteration 1750,episodic return 2646.5344585278067, reward_pressure: 0.563999999999999
Processed Iteration 1800,episodic return 2658.699959142699, reward_pressure: 0.5439999999999993
Processed Iteration 1850,episodic return 2639.530479814192, reward_pressure: 0.5239999999999996
Processed Iteration 1900,episodic return 2455.4513169895754, reward_pressure: 0.5039999999999999
Processed Iteration 1950,episodic return 2586.1736362161614, reward_pressure: 0.48400000000000015
Processed Iteration 2000,episodic return 2567.393074817321, reward_pressure: 0.4639999999999997
