Processed Iteration 50,episodic return -189.90386098602605, reward_pressure: 1.0
Processed Iteration 100,episodic return 622.0111900775094, reward_pressure: 1.0
Processed Iteration 150,episodic return 1766.541577380711, reward_pressure: 1.0
Processed Iteration 200,episodic return 2085.135191101617, reward_pressure: 1.0
Processed Iteration 250,episodic return 3202.3497580626713, reward_pressure: 1.0
Processed Iteration 300,episodic return 3908.369074305405, reward_pressure: 1.0
Processed Iteration 350,episodic return 4027.224481445288, reward_pressure: 0.9699999999999999
Processed Iteration 400,episodic return 3970.4947107258613, reward_pressure: 1.0
Processed Iteration 450,episodic return 4415.837465642583, reward_pressure: 0.980000000000001
Processed Iteration 500,episodic return 4150.99685287132, reward_pressure: 0.9299999999999992
Processed Iteration 550,episodic return 4054.2590069528565, reward_pressure: 0.8800000000000003
Processed Iteration 600,episodic return 4375.397804411994, reward_pressure: 0.8299999999999997
Processed Iteration 650,episodic return 4323.814075013096, reward_pressure: 0.7800000000000001
Processed Iteration 700,episodic return 4434.094510306543, reward_pressure: 0.7300000000000001
Processed Iteration 750,episodic return 4381.2448742613005, reward_pressure: 0.6799999999999992
Processed Iteration 800,episodic return 4416.19055752383, reward_pressure: 0.6300000000000003
Processed Iteration 850,episodic return 4312.321405243456, reward_pressure: 0.6339999999999992
Processed Iteration 900,episodic return 4255.627931390882, reward_pressure: 0.6160000000000005
Processed Iteration 950,episodic return 4488.9110786352285, reward_pressure: 0.566
Processed Iteration 1000,episodic return 4425.017857917239, reward_pressure: 0.5159999999999999
Processed Iteration 1050,episodic return 4466.7226550390005, reward_pressure: 0.46599999999999947
Processed Iteration 1100,episodic return 4383.54546342939, reward_pressure: 0.41599999999999965
Processed Iteration 1150,episodic return 4342.004035518938, reward_pressure: 0.3659999999999998
Processed Iteration 1200,episodic return 4482.0833812404235, reward_pressure: 0.3159999999999993
Processed Iteration 1250,episodic return 4384.468206288393, reward_pressure: 0.2659999999999999
Processed Iteration 1300,episodic return 4197.2848903559925, reward_pressure: 0.21599999999999941
Processed Iteration 1350,episodic return 4262.623516419987, reward_pressure: 0.1659999999999996
Processed Iteration 1400,episodic return 4353.287323143693, reward_pressure: 0.11599999999999966
Processed Iteration 1450,episodic return 4357.971093595509, reward_pressure: 0.06599999999999973
Processed Iteration 1500,episodic return 4353.297681155382, reward_pressure: 0.015999999999999903
Processed Iteration 1550,episodic return 4377.901167681878, reward_pressure: 0.0
Processed Iteration 1600,episodic return 4500.374852408499, reward_pressure: 0.0
Processed Iteration 1650,episodic return 4429.423461648782, reward_pressure: 0.0
Processed Iteration 1700,episodic return 4341.284445618323, reward_pressure: 0.0
Processed Iteration 1750,episodic return 4326.105775107401, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4210.657471905208, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4326.2758047334, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4320.172079317798, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4217.149925973684, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4282.831268213802, reward_pressure: 0.0
