Processed Iteration 50,episodic return 101.59642407963955, reward_pressure: 1.0
Processed Iteration 100,episodic return 373.00556994420214, reward_pressure: 1.0
Processed Iteration 150,episodic return 822.6298012395749, reward_pressure: 1.0
Processed Iteration 200,episodic return 1040.8268946269145, reward_pressure: 0.9911999999999989
Processed Iteration 250,episodic return 1054.5632351441186, reward_pressure: 0.9712000000000005
Processed Iteration 300,episodic return 1075.323043098498, reward_pressure: 0.9511999999999997
Processed Iteration 350,episodic return 1078.81698199449, reward_pressure: 0.9312000000000009
Processed Iteration 400,episodic return 1080.9389011925987, reward_pressure: 0.9111999999999996
Processed Iteration 450,episodic return 1081.8686672557724, reward_pressure: 0.8912000000000003
Processed Iteration 500,episodic return 1082.4020998175797, reward_pressure: 0.8711999999999995
Processed Iteration 550,episodic return 1081.955340219457, reward_pressure: 0.8512000000000006
Processed Iteration 600,episodic return 1082.426291790705, reward_pressure: 0.8312
Processed Iteration 650,episodic return 1082.0932011240784, reward_pressure: 0.8111999999999996
Processed Iteration 700,episodic return 1082.8263925783124, reward_pressure: 0.7912000000000006
Processed Iteration 750,episodic return 1082.8272368168018, reward_pressure: 0.7711999999999992
Processed Iteration 800,episodic return 1082.6040259198278, reward_pressure: 0.7511999999999996
Processed Iteration 850,episodic return 1083.4601592218073, reward_pressure: 0.7311999999999993
Processed Iteration 900,episodic return 1082.7084645091004, reward_pressure: 0.7111999999999996
Processed Iteration 950,episodic return 1082.47891960788, reward_pressure: 0.6911999999999996
Processed Iteration 1000,episodic return 1080.6173633993976, reward_pressure: 0.6711999999999998
Processed Iteration 1050,episodic return 1080.115847019485, reward_pressure: 0.6512000000000002
Processed Iteration 1100,episodic return 1081.0483361638492, reward_pressure: 0.6312000000000005
Processed Iteration 1150,episodic return 1081.2827678659933, reward_pressure: 0.6112000000000003
Processed Iteration 1200,episodic return 1081.739717522063, reward_pressure: 0.5911999999999991
Processed Iteration 1250,episodic return 1082.8090031766205, reward_pressure: 0.5711999999999994
Processed Iteration 1300,episodic return 1080.8852331794437, reward_pressure: 0.5511999999999992
Processed Iteration 1350,episodic return 1082.4602632220374, reward_pressure: 0.5311999999999995
Processed Iteration 1400,episodic return 1083.5329729582436, reward_pressure: 0.5111999999999998
Processed Iteration 1450,episodic return 1084.8404928159155, reward_pressure: 0.49120000000000014
Processed Iteration 1500,episodic return 1085.550772283377, reward_pressure: 0.4712000000000001
Processed Iteration 1550,episodic return 1086.168714451746, reward_pressure: 0.45119999999999894
Processed Iteration 1600,episodic return 1086.5692742801587, reward_pressure: 0.4311999999999992
Processed Iteration 1650,episodic return 1085.3372442005966, reward_pressure: 0.4111999999999993
Processed Iteration 1700,episodic return 1086.979409719881, reward_pressure: 0.3911999999999991
Processed Iteration 1750,episodic return 1087.7592608821383, reward_pressure: 0.3711999999999993
Processed Iteration 1800,episodic return 1087.567159453983, reward_pressure: 0.3511999999999996
Processed Iteration 1850,episodic return 1086.6150057370664, reward_pressure: 0.3311999999999999
Processed Iteration 1900,episodic return 1087.787566777879, reward_pressure: 0.3111999999999992
Processed Iteration 1950,episodic return 1087.880676342063, reward_pressure: 0.29119999999999924
Processed Iteration 2000,episodic return 1088.1579112574261, reward_pressure: 0.27119999999999955
Processed Iteration 2050,episodic return 1087.589099577615, reward_pressure: 0.25119999999999976
Processed Iteration 2100,episodic return 1089.105162396886, reward_pressure: 0.23119999999999924
Processed Iteration 2150,episodic return 1090.0670637453354, reward_pressure: 0.21119999999999942
Processed Iteration 2200,episodic return 1090.879906122978, reward_pressure: 0.19119999999999948
Processed Iteration 2250,episodic return 1091.6408810540045, reward_pressure: 0.1711999999999994
Processed Iteration 2300,episodic return 1091.6695550626846, reward_pressure: 0.1511999999999995
Processed Iteration 2350,episodic return 1091.0076053519667, reward_pressure: 0.1311999999999993
Processed Iteration 2400,episodic return 1090.3116639487694, reward_pressure: 0.11119999999999942
Processed Iteration 2450,episodic return 997.6371679655779, reward_pressure: 0.09639999999999936
Processed Iteration 2500,episodic return 407.19732192152117, reward_pressure: 0.09479999999999929
Processed Iteration 2550,episodic return 329.13278714569003, reward_pressure: 0.0747999999999994
Processed Iteration 2600,episodic return 330.0615992804329, reward_pressure: 0.054799999999999446
Processed Iteration 2650,episodic return 322.105174090018, reward_pressure: 0.034799999999999366
Processed Iteration 2700,episodic return 311.3665272541032, reward_pressure: 0.014799999999999543
Processed Iteration 2750,episodic return 317.74227312310376, reward_pressure: 0.0
Processed Iteration 2800,episodic return 331.2792065931459, reward_pressure: 0.0
Processed Iteration 2850,episodic return 339.0755576870088, reward_pressure: 0.0
Processed Iteration 2900,episodic return 350.8807693100345, reward_pressure: 0.0
Processed Iteration 2950,episodic return 358.179680127424, reward_pressure: 0.0
Processed Iteration 3000,episodic return 366.880412770054, reward_pressure: 0.0
