Processed Iteration 50,episodic return 117.4333640557058, reward_pressure: 1.0
Processed Iteration 100,episodic return 137.56549320049606, reward_pressure: 0.9829999999999999
Processed Iteration 150,episodic return 133.15717331838937, reward_pressure: 1.0
Processed Iteration 200,episodic return 169.21086927830444, reward_pressure: 1.0
Processed Iteration 250,episodic return 220.20582705358618, reward_pressure: 0.9740000000000009
Processed Iteration 300,episodic return 224.49487827964927, reward_pressure: 0.9789999999999998
Processed Iteration 350,episodic return 266.81387450535897, reward_pressure: 1.0
Processed Iteration 400,episodic return 322.7999939954726, reward_pressure: 0.9930000000000004
Processed Iteration 450,episodic return 295.817959748724, reward_pressure: 0.9900000000000005
Processed Iteration 500,episodic return 320.1051130852895, reward_pressure: 0.9399999999999997
Processed Iteration 550,episodic return 329.8252187437956, reward_pressure: 0.9310000000000006
Processed Iteration 600,episodic return 316.18412208081025, reward_pressure: 0.918999999999999
Processed Iteration 650,episodic return 337.65784181333737, reward_pressure: 0.8690000000000009
Processed Iteration 700,episodic return 370.42357639470623, reward_pressure: 0.8869999999999991
Processed Iteration 750,episodic return 351.433783488266, reward_pressure: 0.8630000000000009
Processed Iteration 800,episodic return 410.3568010006479, reward_pressure: 0.8129999999999997
Processed Iteration 850,episodic return 416.4873789366994, reward_pressure: 0.7899999999999997
Processed Iteration 900,episodic return 701.9568441176374, reward_pressure: 0.8549999999999994
Processed Iteration 950,episodic return 766.3553345679614, reward_pressure: 0.8730000000000007
Processed Iteration 1000,episodic return 765.7050924236621, reward_pressure: 0.8229999999999995
Processed Iteration 1050,episodic return 878.0935708903952, reward_pressure: 0.7730000000000001
Processed Iteration 1100,episodic return 930.2713134644009, reward_pressure: 0.7859999999999998
Processed Iteration 1150,episodic return 917.5529594497316, reward_pressure: 0.7639999999999999
Processed Iteration 1200,episodic return 1877.4932672216157, reward_pressure: 0.8460000000000001
Processed Iteration 1250,episodic return 1737.2040621096178, reward_pressure: 0.9200000000000004
Processed Iteration 1300,episodic return 944.9782087475161, reward_pressure: 0.9299999999999992
Processed Iteration 1350,episodic return 1115.5862745375923, reward_pressure: 0.8800000000000003
Processed Iteration 1400,episodic return 893.6214107152218, reward_pressure: 0.8299999999999997
Processed Iteration 1450,episodic return 1950.5309978246262, reward_pressure: 0.7800000000000001
Processed Iteration 1500,episodic return 2088.9020898909453, reward_pressure: 0.7300000000000001
Processed Iteration 1550,episodic return 2071.159317657195, reward_pressure: 0.6799999999999992
Processed Iteration 1600,episodic return 4102.872383255631, reward_pressure: 0.7009999999999995
Processed Iteration 1650,episodic return 5389.984390620948, reward_pressure: 0.8689999999999992
Processed Iteration 1700,episodic return 4747.713338487194, reward_pressure: 0.9460000000000005
Processed Iteration 1750,episodic return 5075.882146325217, reward_pressure: 0.9990000000000001
Processed Iteration 1800,episodic return 4964.334832937031, reward_pressure: 0.9490000000000005
Processed Iteration 1850,episodic return 3259.9750285488485, reward_pressure: 0.8989999999999992
Processed Iteration 1900,episodic return 5709.42788215166, reward_pressure: 0.8490000000000006
Processed Iteration 1950,episodic return 4843.824580028181, reward_pressure: 0.7989999999999998
Processed Iteration 2000,episodic return 7640.230812158118, reward_pressure: 0.7509999999999998
