Processed Iteration 50,episodic return 151.57317765429457, reward_pressure: 1.0
Processed Iteration 100,episodic return 312.14659801919527, reward_pressure: 0.9975999999999996
Processed Iteration 150,episodic return 379.90238002143195, reward_pressure: 1.0
Processed Iteration 200,episodic return 561.41591460367, reward_pressure: 1.0
Processed Iteration 250,episodic return 826.1465113749662, reward_pressure: 0.980399999999999
Processed Iteration 300,episodic return 1113.1338982684783, reward_pressure: 0.9864000000000002
Processed Iteration 350,episodic return 1197.0232555266045, reward_pressure: 1.0
Processed Iteration 400,episodic return 1287.6282908325607, reward_pressure: 0.9995999999999999
Processed Iteration 450,episodic return 1218.3803663539334, reward_pressure: 0.9904000000000002
Processed Iteration 500,episodic return 1361.3673634284498, reward_pressure: 1.0
Processed Iteration 550,episodic return 1469.3664658279754, reward_pressure: 1.0
Processed Iteration 600,episodic return 1505.9126068969365, reward_pressure: 0.9983999999999997
Processed Iteration 650,episodic return 1589.1864147494373, reward_pressure: 0.9924000000000001
Processed Iteration 700,episodic return 1639.8866240239367, reward_pressure: 0.9984000000000001
Processed Iteration 750,episodic return 1633.7810879201895, reward_pressure: 1.0
Processed Iteration 800,episodic return 1606.6197747020615, reward_pressure: 0.986399999999999
Processed Iteration 850,episodic return 1586.1501943737292, reward_pressure: 0.9664000000000006
Processed Iteration 900,episodic return 1667.8963753394355, reward_pressure: 0.9528000000000009
Processed Iteration 950,episodic return 1695.5941376963353, reward_pressure: 0.9715999999999992
Processed Iteration 1000,episodic return 1673.4980831401024, reward_pressure: 0.9960000000000001
Processed Iteration 1050,episodic return 1629.8671146437516, reward_pressure: 0.9839999999999991
Processed Iteration 1100,episodic return 1709.5098719148925, reward_pressure: 0.9640000000000006
Processed Iteration 1150,episodic return 1715.8956848060545, reward_pressure: 0.9439999999999996
Processed Iteration 1200,episodic return 1769.3888303158328, reward_pressure: 0.9576000000000007
Processed Iteration 1250,episodic return 1795.2670062696252, reward_pressure: 0.9439999999999997
Processed Iteration 1300,episodic return 1795.7217645679482, reward_pressure: 0.9584000000000005
Processed Iteration 1350,episodic return 1739.098662724384, reward_pressure: 0.9383999999999999
Processed Iteration 1400,episodic return 1757.506001536317, reward_pressure: 0.9184000000000008
Processed Iteration 1450,episodic return 1809.4237593348353, reward_pressure: 0.8983999999999994
Processed Iteration 1500,episodic return 1801.0023907650207, reward_pressure: 0.8815999999999998
Processed Iteration 1550,episodic return 1794.753550211125, reward_pressure: 0.8983999999999994
Processed Iteration 1600,episodic return 1770.015382151901, reward_pressure: 0.8903999999999995
Processed Iteration 1650,episodic return 1816.43908371158, reward_pressure: 0.9303999999999997
Processed Iteration 1700,episodic return 1836.5942833795073, reward_pressure: 0.929600000000001
Processed Iteration 1750,episodic return 1818.0569403542158, reward_pressure: 0.9311999999999996
Processed Iteration 1800,episodic return 1845.6158204012154, reward_pressure: 0.9343999999999998
Processed Iteration 1850,episodic return 1816.4166350961896, reward_pressure: 0.9344000000000007
Processed Iteration 1900,episodic return 1909.951898403213, reward_pressure: 0.9144000000000001
Processed Iteration 1950,episodic return 1737.958592923754, reward_pressure: 0.8944000000000003
Processed Iteration 2000,episodic return 1757.59253212774, reward_pressure: 0.8743999999999994
