Processed Iteration 50,episodic return 107.22436818713277, reward_pressure: 1.0
Processed Iteration 100,episodic return 477.33273440992775, reward_pressure: 1.0
Processed Iteration 150,episodic return 1005.6913287082782, reward_pressure: 0.9930000000000004
Processed Iteration 200,episodic return 1007.258997723788, reward_pressure: 0.943
Processed Iteration 250,episodic return 1012.6286835404403, reward_pressure: 0.8929999999999996
Processed Iteration 300,episodic return 1026.0277757966655, reward_pressure: 0.8430000000000001
Processed Iteration 350,episodic return 1065.0785107345225, reward_pressure: 0.9349999999999997
Processed Iteration 400,episodic return 1078.1072475440976, reward_pressure: 1.0
Processed Iteration 450,episodic return 1079.8075187640818, reward_pressure: 0.9580000000000005
Processed Iteration 500,episodic return 1082.519818130542, reward_pressure: 0.9079999999999991
Processed Iteration 550,episodic return 1083.2761398849723, reward_pressure: 0.9140000000000001
Processed Iteration 600,episodic return 1082.777532638592, reward_pressure: 0.9900000000000005
Processed Iteration 650,episodic return 1081.3934310650275, reward_pressure: 0.9399999999999997
Processed Iteration 700,episodic return 1082.462830757967, reward_pressure: 0.8899999999999997
Processed Iteration 750,episodic return 1082.8329094438634, reward_pressure: 0.8399999999999999
Processed Iteration 800,episodic return 1082.4641306145486, reward_pressure: 0.7900000000000003
Processed Iteration 850,episodic return 1081.3317258166062, reward_pressure: 0.7400000000000003
Processed Iteration 900,episodic return 1082.0260292126145, reward_pressure: 0.6899999999999993
Processed Iteration 950,episodic return 1082.5939918597487, reward_pressure: 0.6399999999999997
Processed Iteration 1000,episodic return 1082.2082552710444, reward_pressure: 0.5900000000000003
Processed Iteration 1050,episodic return 1083.4156582127991, reward_pressure: 0.5399999999999998
Processed Iteration 1100,episodic return 1082.6040086155651, reward_pressure: 0.48999999999999977
Processed Iteration 1150,episodic return 1081.5851790240347, reward_pressure: 0.4399999999999992
Processed Iteration 1200,episodic return 1081.4282014456073, reward_pressure: 0.3900000000000001
Processed Iteration 1250,episodic return 1080.972829988513, reward_pressure: 0.33999999999999964
Processed Iteration 1300,episodic return 1082.2906998386577, reward_pressure: 0.2899999999999996
Processed Iteration 1350,episodic return 1082.6886218669063, reward_pressure: 0.2399999999999997
Processed Iteration 1400,episodic return 1082.977930114588, reward_pressure: 0.18999999999999967
Processed Iteration 1450,episodic return 1082.3895524304287, reward_pressure: 0.13999999999999957
Processed Iteration 1500,episodic return 1083.6577897404134, reward_pressure: 0.08999999999999968
Processed Iteration 1550,episodic return 1083.8267734419862, reward_pressure: 0.06799999999999966
Processed Iteration 1600,episodic return 1083.0402211301796, reward_pressure: 0.08199999999999971
Processed Iteration 1650,episodic return 1084.0245344216837, reward_pressure: 0.031999999999999786
Processed Iteration 1700,episodic return 1085.0555204619302, reward_pressure: 0.04899999999999999
Processed Iteration 1750,episodic return 1084.2925053087183, reward_pressure: 0.006
Processed Iteration 1800,episodic return 420.59182511423444, reward_pressure: 0.045
Processed Iteration 1850,episodic return 329.14496095601993, reward_pressure: 0.0
Processed Iteration 1900,episodic return 335.0635607698655, reward_pressure: 0.0
Processed Iteration 1950,episodic return 334.64310400895016, reward_pressure: 0.0
Processed Iteration 2000,episodic return 342.0389073093863, reward_pressure: 0.0
Processed Iteration 2050,episodic return 340.32890076839016, reward_pressure: 0.0
Processed Iteration 2100,episodic return 333.5743918985634, reward_pressure: 0.0
Processed Iteration 2150,episodic return 331.2096001647757, reward_pressure: 0.0
Processed Iteration 2200,episodic return 330.38186954667725, reward_pressure: 0.0
Processed Iteration 2250,episodic return 332.4260360244054, reward_pressure: 0.0
Processed Iteration 2300,episodic return 340.4086930971984, reward_pressure: 0.0
Processed Iteration 2350,episodic return 395.49715463274975, reward_pressure: 0.0
Processed Iteration 2400,episodic return 440.58590251655477, reward_pressure: 0.0
Processed Iteration 2450,episodic return 570.3194316235399, reward_pressure: 0.012
Processed Iteration 2500,episodic return 870.3931388786377, reward_pressure: 0.1340000000000001
Processed Iteration 2550,episodic return 1080.574668458655, reward_pressure: 0.2690000000000003
Processed Iteration 2600,episodic return 829.4412596375606, reward_pressure: 0.28
Processed Iteration 2650,episodic return 824.950659669479, reward_pressure: 0.22999999999999976
Processed Iteration 2700,episodic return 1058.0044751934574, reward_pressure: 0.193
Processed Iteration 2750,episodic return 1489.1151117862748, reward_pressure: 0.18700000000000017
Processed Iteration 2800,episodic return 1950.100964060082, reward_pressure: 0.13699999999999996
Processed Iteration 2850,episodic return 2043.3686539611826, reward_pressure: 0.08700000000000001
Processed Iteration 2900,episodic return 2071.357397145144, reward_pressure: 0.037000000000000026
Processed Iteration 2950,episodic return 2278.6419299651157, reward_pressure: 1.0269562977782698e-17
Processed Iteration 3000,episodic return 2338.2259661037474, reward_pressure: 0.004
