Processed Iteration 50,episodic return -72.49250685021134, reward_pressure: 1.0
Processed Iteration 100,episodic return 835.6853514097936, reward_pressure: 1.0
Processed Iteration 150,episodic return 1595.7341364169981, reward_pressure: 1.0
Processed Iteration 200,episodic return 2196.0955542311076, reward_pressure: 1.0
Processed Iteration 250,episodic return 2615.940861510642, reward_pressure: 1.0
Processed Iteration 300,episodic return 2849.13686069003, reward_pressure: 1.0
Processed Iteration 350,episodic return 2934.8671493223974, reward_pressure: 0.985
Processed Iteration 400,episodic return 3100.465988985363, reward_pressure: 1.0
Processed Iteration 450,episodic return 3072.4280627820076, reward_pressure: 0.9920000000000004
Processed Iteration 500,episodic return 3122.5624869795724, reward_pressure: 1.0
Processed Iteration 550,episodic return 3273.124989083046, reward_pressure: 1.0
Processed Iteration 600,episodic return 3196.95406400429, reward_pressure: 0.9580000000000005
Processed Iteration 650,episodic return 3165.8390680249086, reward_pressure: 0.9079999999999991
Processed Iteration 700,episodic return 3182.5119282211426, reward_pressure: 0.8580000000000009
Processed Iteration 750,episodic return 3069.1206648484053, reward_pressure: 0.8079999999999998
Processed Iteration 800,episodic return 3073.1716228936257, reward_pressure: 0.758
Processed Iteration 850,episodic return 3174.7366881059993, reward_pressure: 0.7279999999999996
Processed Iteration 900,episodic return 3139.5371840856174, reward_pressure: 0.7300000000000001
Processed Iteration 950,episodic return 3101.687701977228, reward_pressure: 0.6799999999999992
Processed Iteration 1000,episodic return 3115.555491833207, reward_pressure: 0.6300000000000003
Processed Iteration 1050,episodic return 3088.1831264905754, reward_pressure: 0.5800000000000002
Processed Iteration 1100,episodic return 3254.0671839354563, reward_pressure: 0.5299999999999997
Processed Iteration 1150,episodic return 3262.6528445792383, reward_pressure: 0.47999999999999965
Processed Iteration 1200,episodic return 3242.978926357634, reward_pressure: 0.42999999999999927
Processed Iteration 1250,episodic return 3216.1775504102498, reward_pressure: 0.38
Processed Iteration 1300,episodic return 3159.7168696320705, reward_pressure: 0.3299999999999994
Processed Iteration 1350,episodic return 3295.493438099782, reward_pressure: 0.2799999999999998
Processed Iteration 1400,episodic return 3103.5819458009705, reward_pressure: 0.22999999999999957
Processed Iteration 1450,episodic return 3166.498214497612, reward_pressure: 0.17999999999999963
Processed Iteration 1500,episodic return 3198.9651296369907, reward_pressure: 0.1319999999999996
Processed Iteration 1550,episodic return 3219.3244048265306, reward_pressure: 0.14799999999999955
Processed Iteration 1600,episodic return 3305.7381914835423, reward_pressure: 0.09799999999999967
Processed Iteration 1650,episodic return 3231.376232520374, reward_pressure: 0.04799999999999969
Processed Iteration 1700,episodic return 3279.942161632061, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3235.5476560451734, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3189.743278461664, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3263.8406058254996, reward_pressure: 0.0
Processed Iteration 1900,episodic return 3216.621382120957, reward_pressure: 0.0
Processed Iteration 1950,episodic return 3255.347925350111, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3232.1545291034336, reward_pressure: 0.0
