Processed Iteration 50,episodic return -99.75130572331729, reward_pressure: 1.0
Processed Iteration 100,episodic return 510.62173243947325, reward_pressure: 1.0
Processed Iteration 150,episodic return 976.3718353468242, reward_pressure: 1.0
Processed Iteration 200,episodic return 1293.4472626103484, reward_pressure: 1.0
Processed Iteration 250,episodic return 1513.1738788955759, reward_pressure: 1.0
Processed Iteration 300,episodic return 1641.756946344177, reward_pressure: 1.0
Processed Iteration 350,episodic return 1944.3561243347046, reward_pressure: 1.0
Processed Iteration 400,episodic return 2006.504302502774, reward_pressure: 0.996
Processed Iteration 450,episodic return 2132.2102911513703, reward_pressure: 1.0
Processed Iteration 500,episodic return 2332.063384905289, reward_pressure: 0.9879999999999999
Processed Iteration 550,episodic return 2477.60201279388, reward_pressure: 1.0
Processed Iteration 600,episodic return 2588.0596666741208, reward_pressure: 1.0
Processed Iteration 650,episodic return 2635.917443289442, reward_pressure: 1.0
Processed Iteration 700,episodic return 2593.7960027929053, reward_pressure: 0.9520000000000006
Processed Iteration 750,episodic return 2685.0537077415065, reward_pressure: 0.9019999999999991
Processed Iteration 800,episodic return 2635.881476799155, reward_pressure: 0.8520000000000008
Processed Iteration 850,episodic return 2724.67279268775, reward_pressure: 0.8019999999999997
Processed Iteration 900,episodic return 2883.6866321404586, reward_pressure: 0.7719999999999996
Processed Iteration 950,episodic return 2856.5900351802825, reward_pressure: 0.7800000000000001
Processed Iteration 1000,episodic return 2781.6647904339607, reward_pressure: 0.7300000000000001
Processed Iteration 1050,episodic return 2819.685511428937, reward_pressure: 0.6799999999999992
Processed Iteration 1100,episodic return 2822.765964691007, reward_pressure: 0.6300000000000003
Processed Iteration 1150,episodic return 2880.866448477863, reward_pressure: 0.5800000000000002
Processed Iteration 1200,episodic return 2797.662852143495, reward_pressure: 0.5299999999999997
Processed Iteration 1250,episodic return 2818.2068761985083, reward_pressure: 0.47999999999999965
Processed Iteration 1300,episodic return 2856.935564141313, reward_pressure: 0.42999999999999927
Processed Iteration 1350,episodic return 2755.8780695880055, reward_pressure: 0.38
Processed Iteration 1400,episodic return 2760.4989656601138, reward_pressure: 0.3299999999999994
Processed Iteration 1450,episodic return 2827.614047921914, reward_pressure: 0.2799999999999998
Processed Iteration 1500,episodic return 2679.484716045304, reward_pressure: 0.22999999999999957
Processed Iteration 1550,episodic return 2737.174890237287, reward_pressure: 0.17999999999999963
Processed Iteration 1600,episodic return 2824.1436485973127, reward_pressure: 0.12999999999999962
Processed Iteration 1650,episodic return 2827.2610023283364, reward_pressure: 0.07999999999999972
Processed Iteration 1700,episodic return 2741.1219226795088, reward_pressure: 0.0299999999999998
Processed Iteration 1750,episodic return 2679.757771291373, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2706.5979351921887, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2726.3658913280356, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2674.389307637486, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2750.0707417606563, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2595.507213889178, reward_pressure: 0.0
