Processed Iteration 50,episodic return -135.57029785451948, reward_pressure: 1.0
Processed Iteration 100,episodic return 527.3679843777759, reward_pressure: 1.0
Processed Iteration 150,episodic return 1245.1860081527911, reward_pressure: 1.0
Processed Iteration 200,episodic return 1700.5979987546418, reward_pressure: 1.0
Processed Iteration 250,episodic return 2272.0748071987678, reward_pressure: 1.0
Processed Iteration 300,episodic return 2800.8848626091003, reward_pressure: 1.0
Processed Iteration 350,episodic return 2857.770357329218, reward_pressure: 1.0
Processed Iteration 400,episodic return 2878.5265121967113, reward_pressure: 0.9660000000000007
Processed Iteration 450,episodic return 2887.903400976465, reward_pressure: 0.9159999999999989
Processed Iteration 500,episodic return 2784.7362316540593, reward_pressure: 0.866000000000001
Processed Iteration 550,episodic return 2830.3666594209294, reward_pressure: 0.8159999999999995
Processed Iteration 600,episodic return 2873.270669519408, reward_pressure: 0.7659999999999999
Processed Iteration 650,episodic return 2844.1649006209464, reward_pressure: 0.716
Processed Iteration 700,episodic return 2812.357902359797, reward_pressure: 0.6659999999999993
Processed Iteration 750,episodic return 2801.3518371333053, reward_pressure: 0.6160000000000005
Processed Iteration 800,episodic return 2905.835252170501, reward_pressure: 0.566
Processed Iteration 850,episodic return 2962.7893846664692, reward_pressure: 0.5159999999999999
Processed Iteration 900,episodic return 2950.3283387357014, reward_pressure: 0.46599999999999947
Processed Iteration 950,episodic return 2952.6477200308495, reward_pressure: 0.41599999999999965
Processed Iteration 1000,episodic return 2986.0779323829943, reward_pressure: 0.3659999999999998
Processed Iteration 1050,episodic return 2927.764817301598, reward_pressure: 0.3159999999999993
Processed Iteration 1100,episodic return 2868.7353175317567, reward_pressure: 0.2659999999999999
Processed Iteration 1150,episodic return 2958.5055724353174, reward_pressure: 0.21599999999999941
Processed Iteration 1200,episodic return 2877.601845154458, reward_pressure: 0.1659999999999996
Processed Iteration 1250,episodic return 2968.3215653285006, reward_pressure: 0.11599999999999966
Processed Iteration 1300,episodic return 3056.7860419936637, reward_pressure: 0.06599999999999973
Processed Iteration 1350,episodic return 3034.538215603122, reward_pressure: 0.015999999999999903
Processed Iteration 1400,episodic return 3041.593986577309, reward_pressure: 0.0
Processed Iteration 1450,episodic return 2980.3414812657643, reward_pressure: 0.0
Processed Iteration 1500,episodic return 2983.692046622235, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3089.947541032203, reward_pressure: 0.0
Processed Iteration 1600,episodic return 2895.351900199858, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2948.5814001341532, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2925.7057126541545, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2970.143537921851, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2910.189508764175, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2969.9553370387694, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2833.6328141939907, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2957.703070433241, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2945.4022813876613, reward_pressure: 0.0
