Processed Iteration 50,episodic return -194.67592113691444, reward_pressure: 1.0
Processed Iteration 100,episodic return 263.6361326697545, reward_pressure: 1.0
Processed Iteration 150,episodic return 1364.0032063043102, reward_pressure: 1.0
Processed Iteration 200,episodic return 2127.255318264155, reward_pressure: 1.0
Processed Iteration 250,episodic return 2552.7386192157423, reward_pressure: 1.0
Processed Iteration 300,episodic return 2609.904656830755, reward_pressure: 1.0
Processed Iteration 350,episodic return 2805.1542841340984, reward_pressure: 1.0
Processed Iteration 400,episodic return 2922.8690780593383, reward_pressure: 0.990399999999999
Processed Iteration 450,episodic return 2882.294381061176, reward_pressure: 0.9704000000000005
Processed Iteration 500,episodic return 2653.322879225338, reward_pressure: 0.9503999999999998
Processed Iteration 550,episodic return 2706.481012337475, reward_pressure: 0.9304000000000009
Processed Iteration 600,episodic return 2906.4195133715243, reward_pressure: 0.9395999999999997
Processed Iteration 650,episodic return 2789.934901783505, reward_pressure: 0.9228000000000006
Processed Iteration 700,episodic return 2822.314882932031, reward_pressure: 0.9376000000000001
Processed Iteration 750,episodic return 2874.5395748476662, reward_pressure: 0.9176000000000006
Processed Iteration 800,episodic return 3050.143117144804, reward_pressure: 0.8975999999999996
Processed Iteration 850,episodic return 2975.3460803774637, reward_pressure: 0.8775999999999997
Processed Iteration 900,episodic return 3045.5191706033984, reward_pressure: 0.8575999999999999
Processed Iteration 950,episodic return 2936.3032142626653, reward_pressure: 0.8376000000000002
Processed Iteration 1000,episodic return 2726.3371069120676, reward_pressure: 0.8355999999999999
Processed Iteration 1050,episodic return 2937.414860525101, reward_pressure: 0.8552000000000004
Processed Iteration 1100,episodic return 2857.362844862847, reward_pressure: 0.8351999999999999
Processed Iteration 1150,episodic return 2974.140173424322, reward_pressure: 0.8151999999999995
Processed Iteration 1200,episodic return 2967.238628464179, reward_pressure: 0.7952000000000006
Processed Iteration 1250,episodic return 2961.990650697485, reward_pressure: 0.7751999999999998
Processed Iteration 1300,episodic return 2928.2010059235267, reward_pressure: 0.7551999999999995
Processed Iteration 1350,episodic return 2944.4846325607305, reward_pressure: 0.7351999999999993
Processed Iteration 1400,episodic return 3017.432952557851, reward_pressure: 0.7151999999999995
Processed Iteration 1450,episodic return 2940.6327193126567, reward_pressure: 0.6951999999999995
Processed Iteration 1500,episodic return 2914.0210487357604, reward_pressure: 0.6751999999999997
Processed Iteration 1550,episodic return 2945.9277134283207, reward_pressure: 0.6552000000000001
Processed Iteration 1600,episodic return 2824.3180511146866, reward_pressure: 0.6352000000000004
Processed Iteration 1650,episodic return 2867.3756139519273, reward_pressure: 0.6152000000000002
Processed Iteration 1700,episodic return 2863.2373547174193, reward_pressure: 0.5951999999999997
Processed Iteration 1750,episodic return 2667.4307683507404, reward_pressure: 0.5751999999999993
Processed Iteration 1800,episodic return 2638.2347191123386, reward_pressure: 0.5551999999999991
Processed Iteration 1850,episodic return 2830.7632973267278, reward_pressure: 0.5351999999999993
Processed Iteration 1900,episodic return 2789.485080532098, reward_pressure: 0.5151999999999997
Processed Iteration 1950,episodic return 2832.055721516451, reward_pressure: 0.49520000000000003
Processed Iteration 2000,episodic return 2862.377023473858, reward_pressure: 0.47520000000000023
