Processed Iteration 50,episodic return 118.32920408516298, reward_pressure: 1.0
Processed Iteration 100,episodic return 134.82006788468868, reward_pressure: 1.0
Processed Iteration 150,episodic return 173.98514141868782, reward_pressure: 1.0
Processed Iteration 200,episodic return 253.9301435090596, reward_pressure: 1.0
Processed Iteration 250,episodic return 314.38685467786627, reward_pressure: 1.0
Processed Iteration 300,episodic return 353.4318149655078, reward_pressure: 1.0
Processed Iteration 350,episodic return 378.55106169004017, reward_pressure: 1.0
Processed Iteration 400,episodic return 376.1279803944082, reward_pressure: 1.0
Processed Iteration 450,episodic return 998.7130507207072, reward_pressure: 1.0
Processed Iteration 500,episodic return 875.7838949944905, reward_pressure: 1.0
Processed Iteration 550,episodic return 1894.327262342387, reward_pressure: 1.0
Processed Iteration 600,episodic return 1152.4138206209564, reward_pressure: 1.0
Processed Iteration 650,episodic return 2555.354335476056, reward_pressure: 1.0
Processed Iteration 700,episodic return 2719.250474013344, reward_pressure: 1.0
Processed Iteration 750,episodic return 2402.1693068618756, reward_pressure: 1.0
Processed Iteration 800,episodic return 3709.987117312026, reward_pressure: 1.0
Processed Iteration 850,episodic return 1469.115001307246, reward_pressure: 1.0
Processed Iteration 900,episodic return 2597.712580366167, reward_pressure: 1.0
Processed Iteration 950,episodic return 2685.4334798308714, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1553.5737500925038, reward_pressure: 1.0
Processed Iteration 1050,episodic return 5484.481711354576, reward_pressure: 1.0
Processed Iteration 1100,episodic return 3315.1216309167257, reward_pressure: 1.0
Processed Iteration 1150,episodic return 5484.524684418331, reward_pressure: 1.0
Processed Iteration 1200,episodic return 5212.176865083638, reward_pressure: 1.0
Processed Iteration 1250,episodic return 5575.527890806306, reward_pressure: 1.0
Processed Iteration 1300,episodic return 4746.611856424671, reward_pressure: 1.0
Processed Iteration 1350,episodic return 5060.3960888995525, reward_pressure: 1.0
Processed Iteration 1400,episodic return 4264.322180494594, reward_pressure: 1.0
Processed Iteration 1450,episodic return 5107.156752501905, reward_pressure: 1.0
Processed Iteration 1500,episodic return 6452.853332477788, reward_pressure: 1.0
Processed Iteration 1550,episodic return 4688.141554948865, reward_pressure: 1.0
Processed Iteration 1600,episodic return 2259.441515233757, reward_pressure: 1.0
Processed Iteration 1650,episodic return 3244.7431536498852, reward_pressure: 1.0
Processed Iteration 1700,episodic return 4042.355427918032, reward_pressure: 1.0
Processed Iteration 1750,episodic return 6316.538083553171, reward_pressure: 1.0
Processed Iteration 1800,episodic return 4724.122559750035, reward_pressure: 1.0
Processed Iteration 1850,episodic return 5013.629412678335, reward_pressure: 1.0
Processed Iteration 1900,episodic return 4732.040742154402, reward_pressure: 1.0
Processed Iteration 1950,episodic return 3539.681853430127, reward_pressure: 1.0
Processed Iteration 2000,episodic return 5097.482939654521, reward_pressure: 1.0
