Processed Iteration 50,episodic return -187.45803632873313, reward_pressure: 1.0
Processed Iteration 100,episodic return 220.45318494444902, reward_pressure: 1.0
Processed Iteration 150,episodic return 467.4514046996332, reward_pressure: 1.0
Processed Iteration 200,episodic return 626.4628173421464, reward_pressure: 1.0
Processed Iteration 250,episodic return 783.7551507677149, reward_pressure: 1.0
Processed Iteration 300,episodic return 841.0173983220277, reward_pressure: 1.0
Processed Iteration 350,episodic return 865.7797607612401, reward_pressure: 1.0
Processed Iteration 400,episodic return 893.3988848456373, reward_pressure: 0.991
Processed Iteration 450,episodic return 940.9026026358276, reward_pressure: 1.0
Processed Iteration 500,episodic return 933.9013451011834, reward_pressure: 1.0
Processed Iteration 550,episodic return 1004.4284572636764, reward_pressure: 1.0
Processed Iteration 600,episodic return 958.8872889932642, reward_pressure: 0.9890000000000007
Processed Iteration 650,episodic return 989.1436842170675, reward_pressure: 0.9389999999999996
Processed Iteration 700,episodic return 936.2805662374001, reward_pressure: 0.8889999999999998
Processed Iteration 750,episodic return 947.8249845929403, reward_pressure: 0.8389999999999997
Processed Iteration 800,episodic return 987.5300739198779, reward_pressure: 0.7890000000000004
Processed Iteration 850,episodic return 912.5547384042475, reward_pressure: 0.7390000000000003
Processed Iteration 900,episodic return 957.4904321951751, reward_pressure: 0.6889999999999992
Processed Iteration 950,episodic return 990.0349844984449, reward_pressure: 0.6389999999999998
Processed Iteration 1000,episodic return 980.650595444807, reward_pressure: 0.5890000000000003
Processed Iteration 1050,episodic return 947.7456215528658, reward_pressure: 0.5389999999999998
Processed Iteration 1100,episodic return 944.7736658777804, reward_pressure: 0.48899999999999977
Processed Iteration 1150,episodic return 993.3572494613769, reward_pressure: 0.4389999999999992
Processed Iteration 1200,episodic return 955.5363829847189, reward_pressure: 0.3890000000000002
Processed Iteration 1250,episodic return 953.8377267014297, reward_pressure: 0.33899999999999963
Processed Iteration 1300,episodic return 957.1516881608403, reward_pressure: 0.2889999999999996
Processed Iteration 1350,episodic return 926.6711352777727, reward_pressure: 0.2389999999999997
Processed Iteration 1400,episodic return 954.3862921057934, reward_pressure: 0.18899999999999967
Processed Iteration 1450,episodic return 947.3059261307723, reward_pressure: 0.13899999999999957
Processed Iteration 1500,episodic return 961.402734017971, reward_pressure: 0.08899999999999969
Processed Iteration 1550,episodic return 938.6195640745602, reward_pressure: 0.03899999999999973
Processed Iteration 1600,episodic return 914.9318688042529, reward_pressure: 0.0
Processed Iteration 1650,episodic return 903.523443697623, reward_pressure: 0.0
Processed Iteration 1700,episodic return 923.3482684712981, reward_pressure: 0.0
Processed Iteration 1750,episodic return 908.964873420364, reward_pressure: 0.0
Processed Iteration 1800,episodic return 897.8580069850773, reward_pressure: 0.0
Processed Iteration 1850,episodic return 962.5172136031122, reward_pressure: 0.0
Processed Iteration 1900,episodic return 920.6939912060155, reward_pressure: 0.0
Processed Iteration 1950,episodic return 892.9991489575463, reward_pressure: 0.0
Processed Iteration 2000,episodic return 906.0262582399389, reward_pressure: 0.0
