Processed Iteration 50,episodic return 139.39395401606873, reward_pressure: 1.0
Processed Iteration 100,episodic return 327.54894632226456, reward_pressure: 1.0
Processed Iteration 150,episodic return 748.646881995125, reward_pressure: 1.0
Processed Iteration 200,episodic return 1002.1501763866052, reward_pressure: 1.0
Processed Iteration 250,episodic return 1016.7163839297568, reward_pressure: 1.0
Processed Iteration 300,episodic return 1023.0971753908525, reward_pressure: 1.0
Processed Iteration 350,episodic return 1035.9094368267076, reward_pressure: 1.0
Processed Iteration 400,episodic return 1037.0167210163054, reward_pressure: 1.0
Processed Iteration 450,episodic return 1046.9826121179142, reward_pressure: 1.0
Processed Iteration 500,episodic return 1049.0888856675745, reward_pressure: 1.0
Processed Iteration 550,episodic return 1054.2586443587502, reward_pressure: 1.0
Processed Iteration 600,episodic return 1061.1965041479325, reward_pressure: 1.0
Processed Iteration 650,episodic return 1064.099692347506, reward_pressure: 1.0
Processed Iteration 700,episodic return 1067.3043800640585, reward_pressure: 1.0
Processed Iteration 750,episodic return 1072.9240970507647, reward_pressure: 1.0
Processed Iteration 800,episodic return 1076.117699411986, reward_pressure: 1.0
Processed Iteration 850,episodic return 1080.8658358069147, reward_pressure: 1.0
Processed Iteration 900,episodic return 1084.9189609937891, reward_pressure: 1.0
Processed Iteration 950,episodic return 1079.4611601674574, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1086.0502815244317, reward_pressure: 1.0
Processed Iteration 1050,episodic return 1085.5834504492013, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1089.6262897236377, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1087.8100769742928, reward_pressure: 1.0
Processed Iteration 1200,episodic return 1089.387508625314, reward_pressure: 1.0
Processed Iteration 1250,episodic return 1089.0312805020344, reward_pressure: 1.0
Processed Iteration 1300,episodic return 1092.5679610615275, reward_pressure: 1.0
Processed Iteration 1350,episodic return 1095.2937677384593, reward_pressure: 1.0
Processed Iteration 1400,episodic return 1094.9531402810032, reward_pressure: 1.0
Processed Iteration 1450,episodic return 1096.8065070065477, reward_pressure: 1.0
Processed Iteration 1500,episodic return 1093.3573392664944, reward_pressure: 1.0
Processed Iteration 1550,episodic return 1097.384762555874, reward_pressure: 1.0
Processed Iteration 1600,episodic return 1096.2922200874243, reward_pressure: 1.0
Processed Iteration 1650,episodic return 1096.7421795681705, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1097.2134784211553, reward_pressure: 1.0
Processed Iteration 1750,episodic return 1096.3164240711812, reward_pressure: 1.0
Processed Iteration 1800,episodic return 1094.3075809771453, reward_pressure: 1.0
Processed Iteration 1850,episodic return 1094.3645362936068, reward_pressure: 1.0
Processed Iteration 1900,episodic return 1092.566693245154, reward_pressure: 1.0
Processed Iteration 1950,episodic return 1092.1617315018289, reward_pressure: 1.0
Processed Iteration 2000,episodic return 1096.7439323119295, reward_pressure: 1.0
Processed Iteration 2050,episodic return 1099.3904528279825, reward_pressure: 1.0
Processed Iteration 2100,episodic return 1100.5300005780512, reward_pressure: 1.0
Processed Iteration 2150,episodic return 1101.2151499930471, reward_pressure: 1.0
Processed Iteration 2200,episodic return 1102.3168081373226, reward_pressure: 1.0
Processed Iteration 2250,episodic return 1099.3352927424112, reward_pressure: 1.0
Processed Iteration 2300,episodic return 1100.7035106662452, reward_pressure: 1.0
Processed Iteration 2350,episodic return 1099.6372026296285, reward_pressure: 1.0
Processed Iteration 2400,episodic return 1101.5330913076964, reward_pressure: 1.0
Processed Iteration 2450,episodic return 1102.11111265801, reward_pressure: 1.0
Processed Iteration 2500,episodic return 1099.655748745014, reward_pressure: 1.0
Processed Iteration 2550,episodic return 1099.4313125317624, reward_pressure: 1.0
Processed Iteration 2600,episodic return 1100.1587457772314, reward_pressure: 1.0
Processed Iteration 2650,episodic return 1102.3820120277492, reward_pressure: 1.0
Processed Iteration 2700,episodic return 1118.7775852228715, reward_pressure: 1.0
Processed Iteration 2750,episodic return 1163.4842219692528, reward_pressure: 1.0
Processed Iteration 2800,episodic return 1202.5806598379565, reward_pressure: 1.0
Processed Iteration 2850,episodic return 1234.2131095764694, reward_pressure: 1.0
Processed Iteration 2900,episodic return 1287.3524528493151, reward_pressure: 1.0
Processed Iteration 2950,episodic return 1358.9902055584234, reward_pressure: 1.0
Processed Iteration 3000,episodic return 1517.99367501058, reward_pressure: 1.0
