Processed Iteration 50,episodic return -107.39366930948506, reward_pressure: 1.0
Processed Iteration 100,episodic return 439.5279444078369, reward_pressure: 1.0
Processed Iteration 150,episodic return 1288.5663295751604, reward_pressure: 1.0
Processed Iteration 200,episodic return 2059.9120332167663, reward_pressure: 1.0
Processed Iteration 250,episodic return 2452.7075236994106, reward_pressure: 1.0
Processed Iteration 300,episodic return 2351.9349624839715, reward_pressure: 1.0
Processed Iteration 350,episodic return 2411.60223099555, reward_pressure: 0.982000000000001
Processed Iteration 400,episodic return 2579.683733362047, reward_pressure: 0.9319999999999992
Processed Iteration 450,episodic return 2493.2377149519148, reward_pressure: 0.9260000000000006
Processed Iteration 500,episodic return 2488.793166574592, reward_pressure: 0.923999999999999
Processed Iteration 550,episodic return 2670.8612048256823, reward_pressure: 0.996
Processed Iteration 600,episodic return 2666.5070407989897, reward_pressure: 0.9540000000000006
Processed Iteration 650,episodic return 2687.9539060420716, reward_pressure: 0.9039999999999992
Processed Iteration 700,episodic return 2858.6675235541106, reward_pressure: 0.8540000000000008
Processed Iteration 750,episodic return 2800.6259557337885, reward_pressure: 0.8039999999999998
Processed Iteration 800,episodic return 2836.7097518366068, reward_pressure: 0.7909999999999998
Processed Iteration 850,episodic return 2845.4730444638767, reward_pressure: 0.763
Processed Iteration 900,episodic return 2891.121999930938, reward_pressure: 0.7129999999999999
Processed Iteration 950,episodic return 2805.5007653447888, reward_pressure: 0.6629999999999993
Processed Iteration 1000,episodic return 2816.1397773375375, reward_pressure: 0.6130000000000004
Processed Iteration 1050,episodic return 2869.52565650329, reward_pressure: 0.563
Processed Iteration 1100,episodic return 2746.5706815389008, reward_pressure: 0.5129999999999999
Processed Iteration 1150,episodic return 2776.3756923471806, reward_pressure: 0.4629999999999994
Processed Iteration 1200,episodic return 2723.6664292819432, reward_pressure: 0.4129999999999996
Processed Iteration 1250,episodic return 2822.8215879389863, reward_pressure: 0.3629999999999998
Processed Iteration 1300,episodic return 2646.285483280275, reward_pressure: 0.31299999999999933
Processed Iteration 1350,episodic return 2725.821230348996, reward_pressure: 0.2629999999999999
Processed Iteration 1400,episodic return 2508.3876692632584, reward_pressure: 0.2129999999999994
Processed Iteration 1450,episodic return 2457.907629293659, reward_pressure: 0.16299999999999953
Processed Iteration 1500,episodic return 2436.2980212689567, reward_pressure: 0.11299999999999967
Processed Iteration 1550,episodic return 2386.430128087835, reward_pressure: 0.06299999999999971
Processed Iteration 1600,episodic return 2355.69620003804, reward_pressure: 0.012999999999999921
Processed Iteration 1650,episodic return 2462.976334581574, reward_pressure: 0.0
Processed Iteration 1700,episodic return 2340.0744508241587, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2388.2647825768017, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2481.70022954102, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2359.8643740052667, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2498.9117188660916, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2463.4123896759997, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2448.2840942018356, reward_pressure: 0.0
