Processed Iteration 50,episodic return 36.219551540653086, reward_pressure: 1.0
Processed Iteration 100,episodic return 544.2299254062859, reward_pressure: 1.0
Processed Iteration 150,episodic return 1052.1654163516196, reward_pressure: 1.0
Processed Iteration 200,episodic return 1305.7986407749067, reward_pressure: 1.0
Processed Iteration 250,episodic return 1688.1399484620415, reward_pressure: 1.0
Processed Iteration 300,episodic return 1692.1240613527377, reward_pressure: 0.9943999999999992
Processed Iteration 350,episodic return 1983.534262335212, reward_pressure: 0.9996
Processed Iteration 400,episodic return 1873.6887179876906, reward_pressure: 1.0
Processed Iteration 450,episodic return 2377.5498268474244, reward_pressure: 1.0
Processed Iteration 500,episodic return 2732.096168651269, reward_pressure: 1.0
Processed Iteration 550,episodic return 2762.476405153256, reward_pressure: 1.0
Processed Iteration 600,episodic return 2696.5966333891784, reward_pressure: 0.9908000000000001
Processed Iteration 650,episodic return 2701.9991491989126, reward_pressure: 0.9895999999999989
Processed Iteration 700,episodic return 2769.924827170271, reward_pressure: 0.9696000000000005
Processed Iteration 750,episodic return 2777.01858321042, reward_pressure: 0.9495999999999998
Processed Iteration 800,episodic return 2763.6483966272554, reward_pressure: 0.929600000000001
Processed Iteration 850,episodic return 2796.2680056888744, reward_pressure: 0.9095999999999994
Processed Iteration 900,episodic return 2873.4155745848657, reward_pressure: 0.8896000000000004
Processed Iteration 950,episodic return 2880.039814926678, reward_pressure: 0.8695999999999995
Processed Iteration 1000,episodic return 2912.1484918133383, reward_pressure: 0.8496000000000007
Processed Iteration 1050,episodic return 2780.43309740633, reward_pressure: 0.8296000000000001
Processed Iteration 1100,episodic return 2808.4934778537845, reward_pressure: 0.8095999999999997
Processed Iteration 1150,episodic return 2784.0151233264605, reward_pressure: 0.7896000000000006
Processed Iteration 1200,episodic return 2793.952733898342, reward_pressure: 0.769599999999999
Processed Iteration 1250,episodic return 2743.763005985891, reward_pressure: 0.7495999999999996
Processed Iteration 1300,episodic return 2803.4799916833745, reward_pressure: 0.7295999999999994
Processed Iteration 1350,episodic return 2714.0400045458523, reward_pressure: 0.7095999999999997
Processed Iteration 1400,episodic return 2796.3805763019272, reward_pressure: 0.6895999999999997
Processed Iteration 1450,episodic return 2845.5023799701694, reward_pressure: 0.6963999999999997
Processed Iteration 1500,episodic return 2853.7454770843806, reward_pressure: 0.6835999999999998
Processed Iteration 1550,episodic return 2844.2499050025745, reward_pressure: 0.6636
Processed Iteration 1600,episodic return 2847.9004648799832, reward_pressure: 0.6436000000000003
Processed Iteration 1650,episodic return 2906.017768189556, reward_pressure: 0.6236000000000002
Processed Iteration 1700,episodic return 2920.59295018277, reward_pressure: 0.6652
Processed Iteration 1750,episodic return 2824.064855031289, reward_pressure: 0.6723999999999997
Processed Iteration 1800,episodic return 2831.2817549508395, reward_pressure: 0.6524000000000002
Processed Iteration 1850,episodic return 2938.9731463939497, reward_pressure: 0.6324000000000005
Processed Iteration 1900,episodic return 2874.8394143108517, reward_pressure: 0.6124000000000003
Processed Iteration 1950,episodic return 2841.814142483517, reward_pressure: 0.5923999999999993
Processed Iteration 2000,episodic return 2791.886375570489, reward_pressure: 0.5916000000000006
