Processed Iteration 50,episodic return -79.92358531872375, reward_pressure: 1.0
Processed Iteration 100,episodic return 622.5131196197096, reward_pressure: 1.0
Processed Iteration 150,episodic return 1296.563438994912, reward_pressure: 1.0
Processed Iteration 200,episodic return 1587.847836828433, reward_pressure: 1.0
Processed Iteration 250,episodic return 1719.7653875890942, reward_pressure: 1.0
Processed Iteration 300,episodic return 1709.557439725366, reward_pressure: 1.0
Processed Iteration 350,episodic return 1634.015985732471, reward_pressure: 0.9550000000000005
Processed Iteration 400,episodic return 1887.5827946891552, reward_pressure: 0.9049999999999991
Processed Iteration 450,episodic return 2082.8378176801957, reward_pressure: 0.9399999999999997
Processed Iteration 500,episodic return 2086.421793432756, reward_pressure: 0.980000000000001
Processed Iteration 550,episodic return 2065.585995698697, reward_pressure: 0.9699999999999998
Processed Iteration 600,episodic return 1737.8938608717224, reward_pressure: 0.980000000000001
Processed Iteration 650,episodic return 2363.915720828615, reward_pressure: 0.9799999999999999
Processed Iteration 700,episodic return 2358.176901926888, reward_pressure: 1.0
Processed Iteration 750,episodic return 2390.9888460877187, reward_pressure: 0.9620000000000006
Processed Iteration 800,episodic return 2380.8264818977805, reward_pressure: 0.9990000000000001
Processed Iteration 850,episodic return 2339.102020539325, reward_pressure: 0.9490000000000005
Processed Iteration 900,episodic return 2324.483194753172, reward_pressure: 0.8989999999999992
Processed Iteration 950,episodic return 2324.041953392692, reward_pressure: 0.8490000000000006
Processed Iteration 1000,episodic return 2392.6906990379416, reward_pressure: 0.8410000000000007
Processed Iteration 1050,episodic return 2431.991666207319, reward_pressure: 0.8089999999999997
Processed Iteration 1100,episodic return 2374.6158754133467, reward_pressure: 0.7589999999999999
Processed Iteration 1150,episodic return 2322.4454751529647, reward_pressure: 0.7339999999999998
Processed Iteration 1200,episodic return 2305.730125089818, reward_pressure: 0.725
Processed Iteration 1250,episodic return 2391.835406391705, reward_pressure: 0.674999999999999
Processed Iteration 1300,episodic return 2322.2524698454104, reward_pressure: 0.6250000000000006
Processed Iteration 1350,episodic return 2457.3486397803294, reward_pressure: 0.5750000000000002
Processed Iteration 1400,episodic return 2356.687257494229, reward_pressure: 0.5950000000000004
Processed Iteration 1450,episodic return 2384.4433029194497, reward_pressure: 0.5549999999999999
Processed Iteration 1500,episodic return 2270.2526917928303, reward_pressure: 0.5049999999999999
Processed Iteration 1550,episodic return 2183.887254340483, reward_pressure: 0.45499999999999935
Processed Iteration 1600,episodic return 2257.4435126346493, reward_pressure: 0.40499999999999964
Processed Iteration 1650,episodic return 2206.3995832864784, reward_pressure: 0.3549999999999997
Processed Iteration 1700,episodic return 2134.3416937050993, reward_pressure: 0.3049999999999994
Processed Iteration 1750,episodic return 2270.4188637361476, reward_pressure: 0.25499999999999984
Processed Iteration 1800,episodic return 2269.0035531066114, reward_pressure: 0.20499999999999946
Processed Iteration 1850,episodic return 2301.014154948369, reward_pressure: 0.15499999999999953
Processed Iteration 1900,episodic return 2398.34179503018, reward_pressure: 0.10499999999999966
Processed Iteration 1950,episodic return 2363.905918597794, reward_pressure: 0.054999999999999695
Processed Iteration 2000,episodic return 2287.29713690687, reward_pressure: 0.004999999999999968
