Processed Iteration 50,episodic return -186.23542410815728, reward_pressure: 1.0
Processed Iteration 100,episodic return 418.3270976824458, reward_pressure: 1.0
Processed Iteration 150,episodic return 1149.6998707385287, reward_pressure: 1.0
Processed Iteration 200,episodic return 1579.791229429967, reward_pressure: 1.0
Processed Iteration 250,episodic return 1723.1663309221708, reward_pressure: 0.992399999999999
Processed Iteration 300,episodic return 1944.6320133304305, reward_pressure: 0.9900000000000001
Processed Iteration 350,episodic return 2171.526755516761, reward_pressure: 0.9983999999999997
Processed Iteration 400,episodic return 2170.5623954873563, reward_pressure: 0.9987999999999998
Processed Iteration 450,episodic return 2385.60388939848, reward_pressure: 0.9924000000000001
Processed Iteration 500,episodic return 2904.4637357105057, reward_pressure: 1.0
Processed Iteration 550,episodic return 3196.418671028487, reward_pressure: 1.0
Processed Iteration 600,episodic return 3275.0739286610096, reward_pressure: 1.0
Processed Iteration 650,episodic return 3273.445626638019, reward_pressure: 0.9831999999999991
Processed Iteration 700,episodic return 3235.601353222562, reward_pressure: 0.9632000000000006
Processed Iteration 750,episodic return 3281.189955911626, reward_pressure: 0.9431999999999996
Processed Iteration 800,episodic return 3238.49506054602, reward_pressure: 0.9375999999999997
Processed Iteration 850,episodic return 3258.456984115782, reward_pressure: 0.925600000000001
Processed Iteration 900,episodic return 3366.7891604698652, reward_pressure: 0.9055999999999992
Processed Iteration 950,episodic return 3302.8574914410206, reward_pressure: 0.8856000000000003
Processed Iteration 1000,episodic return 3383.9962144940764, reward_pressure: 0.9040000000000005
Processed Iteration 1050,episodic return 3381.9481343410253, reward_pressure: 0.9136
Processed Iteration 1100,episodic return 3348.994890217464, reward_pressure: 0.9176000000000006
Processed Iteration 1150,episodic return 3385.499304373614, reward_pressure: 0.8975999999999996
Processed Iteration 1200,episodic return 3357.667776261899, reward_pressure: 0.8775999999999997
Processed Iteration 1250,episodic return 3319.8106099840725, reward_pressure: 0.8575999999999999
Processed Iteration 1300,episodic return 3300.8432559993457, reward_pressure: 0.8376000000000002
Processed Iteration 1350,episodic return 3309.2464874918883, reward_pressure: 0.8175999999999998
Processed Iteration 1400,episodic return 3372.6817422025088, reward_pressure: 0.7976000000000002
Processed Iteration 1450,episodic return 3365.644033371696, reward_pressure: 0.7804000000000002
Processed Iteration 1500,episodic return 3337.3636815758805, reward_pressure: 0.7991999999999999
Processed Iteration 1550,episodic return 3257.493828567583, reward_pressure: 0.7792000000000003
Processed Iteration 1600,episodic return 3356.2222411226003, reward_pressure: 0.759199999999999
Processed Iteration 1650,episodic return 3415.8644639816844, reward_pressure: 0.7391999999999994
Processed Iteration 1700,episodic return 3387.815942936643, reward_pressure: 0.7191999999999993
Processed Iteration 1750,episodic return 3248.3578600406017, reward_pressure: 0.6991999999999996
Processed Iteration 1800,episodic return 3490.9808119771665, reward_pressure: 0.6791999999999996
Processed Iteration 1850,episodic return 3480.8582637956583, reward_pressure: 0.6743999999999997
Processed Iteration 1900,episodic return 3280.5808821443493, reward_pressure: 0.6655999999999999
Processed Iteration 1950,episodic return 3471.2820249797455, reward_pressure: 0.6456000000000003
Processed Iteration 2000,episodic return 3444.978293428451, reward_pressure: 0.6256000000000003
