Processed Iteration 50,episodic return 106.93644328713044, reward_pressure: 1.0
Processed Iteration 100,episodic return 1250.3041706791428, reward_pressure: 1.0
Processed Iteration 150,episodic return 1974.8424624257518, reward_pressure: 1.0
Processed Iteration 200,episodic return 2327.8987050233495, reward_pressure: 1.0
Processed Iteration 250,episodic return 2540.476465332811, reward_pressure: 1.0
Processed Iteration 300,episodic return 3176.8359806007797, reward_pressure: 1.0
Processed Iteration 350,episodic return 3732.578552260964, reward_pressure: 1.0
Processed Iteration 400,episodic return 3931.544372815426, reward_pressure: 1.0
Processed Iteration 450,episodic return 4249.197991904003, reward_pressure: 1.0
Processed Iteration 500,episodic return 4126.989561450212, reward_pressure: 0.9980000000000001
Processed Iteration 550,episodic return 4255.497802575679, reward_pressure: 0.99
Processed Iteration 600,episodic return 4109.949982855491, reward_pressure: 0.9600000000000005
Processed Iteration 650,episodic return 4140.263562239562, reward_pressure: 0.9099999999999991
Processed Iteration 700,episodic return 4292.872896258831, reward_pressure: 0.8809999999999997
Processed Iteration 750,episodic return 4290.086849680208, reward_pressure: 0.8790000000000003
Processed Iteration 800,episodic return 4266.617332729425, reward_pressure: 0.8289999999999996
Processed Iteration 850,episodic return 4307.072321358527, reward_pressure: 0.7790000000000002
Processed Iteration 900,episodic return 4310.91935554054, reward_pressure: 0.7290000000000001
Processed Iteration 950,episodic return 4355.10281110661, reward_pressure: 0.678999999999999
Processed Iteration 1000,episodic return 4334.356382496644, reward_pressure: 0.6739999999999998
Processed Iteration 1050,episodic return 4366.86826530061, reward_pressure: 0.675999999999999
Processed Iteration 1100,episodic return 4395.324401493909, reward_pressure: 0.6260000000000006
Processed Iteration 1150,episodic return 4299.300130550286, reward_pressure: 0.5760000000000002
Processed Iteration 1200,episodic return 4299.3244979868605, reward_pressure: 0.5259999999999997
Processed Iteration 1250,episodic return 4422.389786764849, reward_pressure: 0.4759999999999996
Processed Iteration 1300,episodic return 4387.450424402998, reward_pressure: 0.4259999999999994
Processed Iteration 1350,episodic return 4270.777476529941, reward_pressure: 0.37599999999999995
Processed Iteration 1400,episodic return 4400.0297221741375, reward_pressure: 0.3259999999999993
Processed Iteration 1450,episodic return 4271.226240831917, reward_pressure: 0.27599999999999986
Processed Iteration 1500,episodic return 4309.024909020702, reward_pressure: 0.2259999999999995
Processed Iteration 1550,episodic return 4208.088622253838, reward_pressure: 0.17599999999999966
Processed Iteration 1600,episodic return 4293.04215791258, reward_pressure: 0.1259999999999996
Processed Iteration 1650,episodic return 4189.794700305038, reward_pressure: 0.07599999999999973
Processed Iteration 1700,episodic return 4380.455062384731, reward_pressure: 0.025999999999999832
Processed Iteration 1750,episodic return 4338.683758601683, reward_pressure: 0.0
Processed Iteration 1800,episodic return 4332.23063761947, reward_pressure: 0.0
Processed Iteration 1850,episodic return 4349.015149331539, reward_pressure: 0.0
Processed Iteration 1900,episodic return 4259.910787347773, reward_pressure: 0.0
Processed Iteration 1950,episodic return 4367.637679139005, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4385.341456701374, reward_pressure: 0.0
