Processed Iteration 50,episodic return -179.64820842910078, reward_pressure: 1.0
Processed Iteration 100,episodic return 299.6707872160003, reward_pressure: 1.0
Processed Iteration 150,episodic return 1114.0370481812458, reward_pressure: 1.0
Processed Iteration 200,episodic return 1536.5662387188052, reward_pressure: 1.0
Processed Iteration 250,episodic return 1896.0367887623486, reward_pressure: 1.0
Processed Iteration 300,episodic return 1908.8508573798688, reward_pressure: 1.0
Processed Iteration 350,episodic return 1929.2791331611372, reward_pressure: 0.9915999999999989
Processed Iteration 400,episodic return 2180.412776995424, reward_pressure: 0.9740000000000001
Processed Iteration 450,episodic return 2337.696505446421, reward_pressure: 0.9775999999999996
Processed Iteration 500,episodic return 2300.459372442998, reward_pressure: 0.9576000000000003
Processed Iteration 550,episodic return 2410.5157854803815, reward_pressure: 0.9376000000000001
Processed Iteration 600,episodic return 2513.9278849291954, reward_pressure: 0.9444000000000006
Processed Iteration 650,episodic return 2386.8503185136524, reward_pressure: 0.9491999999999997
Processed Iteration 700,episodic return 2450.489882124335, reward_pressure: 0.9292000000000009
Processed Iteration 750,episodic return 2492.0684668138692, reward_pressure: 0.9367999999999996
Processed Iteration 800,episodic return 2330.781199939517, reward_pressure: 0.923200000000001
Processed Iteration 850,episodic return 2196.476950817841, reward_pressure: 0.9031999999999992
Processed Iteration 900,episodic return 2444.143443452834, reward_pressure: 0.9180000000000011
Processed Iteration 950,episodic return 2490.530025861893, reward_pressure: 0.9019999999999991
Processed Iteration 1000,episodic return 2426.8917787946675, reward_pressure: 0.8820000000000001
Processed Iteration 1050,episodic return 2347.925966862454, reward_pressure: 0.8619999999999997
Processed Iteration 1100,episodic return 2491.9975517024545, reward_pressure: 0.8420000000000007
Processed Iteration 1150,episodic return 2342.406361122604, reward_pressure: 0.8220000000000002
Processed Iteration 1200,episodic return 2407.275368671378, reward_pressure: 0.8019999999999997
Processed Iteration 1250,episodic return 2486.7472599512153, reward_pressure: 0.7820000000000005
Processed Iteration 1300,episodic return 2440.2260136777277, reward_pressure: 0.7619999999999988
Processed Iteration 1350,episodic return 2370.8019630531985, reward_pressure: 0.7419999999999995
Processed Iteration 1400,episodic return 2421.0874884453183, reward_pressure: 0.7219999999999991
Processed Iteration 1450,episodic return 2488.013218990748, reward_pressure: 0.7019999999999997
Processed Iteration 1500,episodic return 2469.4632517008267, reward_pressure: 0.6819999999999997
Processed Iteration 1550,episodic return 2435.9263029132176, reward_pressure: 0.662
Processed Iteration 1600,episodic return 2577.41410267461, reward_pressure: 0.6440000000000002
Processed Iteration 1650,episodic return 2561.07069996311, reward_pressure: 0.6580000000000001
Processed Iteration 1700,episodic return 2691.8568471129875, reward_pressure: 0.6380000000000003
Processed Iteration 1750,episodic return 2667.1223512343563, reward_pressure: 0.6180000000000001
Processed Iteration 1800,episodic return 2662.966695216544, reward_pressure: 0.5980000000000001
Processed Iteration 1850,episodic return 2629.208428339702, reward_pressure: 0.5779999999999993
Processed Iteration 1900,episodic return 2508.9920164321816, reward_pressure: 0.557999999999999
Processed Iteration 1950,episodic return 2584.8700024041887, reward_pressure: 0.5379999999999993
Processed Iteration 2000,episodic return 2520.5969659346856, reward_pressure: 0.5179999999999996
