Processed Iteration 50,episodic return -112.51092869123144, reward_pressure: 1.0
Processed Iteration 100,episodic return 625.2358847119897, reward_pressure: 1.0
Processed Iteration 150,episodic return 1385.8693107751658, reward_pressure: 1.0
Processed Iteration 200,episodic return 1814.957265299028, reward_pressure: 1.0
Processed Iteration 250,episodic return 2197.376428118286, reward_pressure: 1.0
Processed Iteration 300,episodic return 2385.509590283745, reward_pressure: 1.0
Processed Iteration 350,episodic return 2591.1703475503077, reward_pressure: 0.9990000000000001
Processed Iteration 400,episodic return 2515.6069114103407, reward_pressure: 0.961
Processed Iteration 450,episodic return 2581.574557003156, reward_pressure: 0.9890000000000007
Processed Iteration 500,episodic return 2671.5298551364726, reward_pressure: 0.9389999999999996
Processed Iteration 550,episodic return 2605.966529589216, reward_pressure: 0.8889999999999998
Processed Iteration 600,episodic return 2585.4407107705115, reward_pressure: 0.8389999999999997
Processed Iteration 650,episodic return 2669.8845508264694, reward_pressure: 0.7890000000000004
Processed Iteration 700,episodic return 2657.648639476165, reward_pressure: 0.7390000000000003
Processed Iteration 750,episodic return 2612.3587089301927, reward_pressure: 0.743
Processed Iteration 800,episodic return 2639.7496265760997, reward_pressure: 0.7069999999999997
Processed Iteration 850,episodic return 2557.0263861279727, reward_pressure: 0.6569999999999994
Processed Iteration 900,episodic return 2629.157908636233, reward_pressure: 0.7049999999999994
Processed Iteration 950,episodic return 2623.831985496891, reward_pressure: 0.7440000000000002
Processed Iteration 1000,episodic return 2617.505576954759, reward_pressure: 0.6939999999999994
Processed Iteration 1050,episodic return 2493.463055205847, reward_pressure: 0.6439999999999995
Processed Iteration 1100,episodic return 2554.741968012935, reward_pressure: 0.5940000000000003
Processed Iteration 1150,episodic return 2690.1092500514274, reward_pressure: 0.562
Processed Iteration 1200,episodic return 2786.2371093307756, reward_pressure: 0.6219999999999992
Processed Iteration 1250,episodic return 2679.5666078076006, reward_pressure: 0.6280000000000004
Processed Iteration 1300,episodic return 2688.3215504222044, reward_pressure: 0.5780000000000001
Processed Iteration 1350,episodic return 2675.0584951016076, reward_pressure: 0.5279999999999996
Processed Iteration 1400,episodic return 2671.4384457749998, reward_pressure: 0.4779999999999996
Processed Iteration 1450,episodic return 2691.608862819766, reward_pressure: 0.4279999999999993
Processed Iteration 1500,episodic return 2619.734197489861, reward_pressure: 0.37799999999999995
Processed Iteration 1550,episodic return 2274.3291107356226, reward_pressure: 0.3279999999999994
Processed Iteration 1600,episodic return 2292.1552149975396, reward_pressure: 0.2779999999999998
Processed Iteration 1650,episodic return 2276.926932296994, reward_pressure: 0.22799999999999954
Processed Iteration 1700,episodic return 1874.589198103715, reward_pressure: 0.17799999999999966
Processed Iteration 1750,episodic return 1965.6823468096156, reward_pressure: 0.12799999999999961
Processed Iteration 1800,episodic return 1999.8482688554009, reward_pressure: 0.07799999999999974
Processed Iteration 1850,episodic return 1601.632874754571, reward_pressure: 0.027999999999999817
Processed Iteration 1900,episodic return 1873.8441212399193, reward_pressure: 0.0
Processed Iteration 1950,episodic return 1792.9011577957278, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1915.1967850630372, reward_pressure: 0.0
