Processed Iteration 50,episodic return 101.0770221648102, reward_pressure: 1.0
Processed Iteration 100,episodic return 128.97489370048183, reward_pressure: 1.0
Processed Iteration 150,episodic return 158.69566002935733, reward_pressure: 1.0
Processed Iteration 200,episodic return 211.20238837572825, reward_pressure: 1.0
Processed Iteration 250,episodic return 232.76046618562148, reward_pressure: 1.0
Processed Iteration 300,episodic return 273.89981388628655, reward_pressure: 1.0
Processed Iteration 350,episodic return 308.219479067443, reward_pressure: 1.0
Processed Iteration 400,episodic return 280.4109404382723, reward_pressure: 1.0
Processed Iteration 450,episodic return 323.5498130757917, reward_pressure: 1.0
Processed Iteration 500,episodic return 350.69968595242216, reward_pressure: 1.0
Processed Iteration 550,episodic return 290.76893816765846, reward_pressure: 1.0
Processed Iteration 600,episodic return 315.1394410136674, reward_pressure: 1.0
Processed Iteration 650,episodic return 290.5478814477248, reward_pressure: 1.0
Processed Iteration 700,episodic return 348.55639888454164, reward_pressure: 1.0
Processed Iteration 750,episodic return 464.87857485355954, reward_pressure: 1.0
Processed Iteration 800,episodic return 421.0534757525692, reward_pressure: 1.0
Processed Iteration 850,episodic return 1161.1883144322735, reward_pressure: 1.0
Processed Iteration 900,episodic return 3000.3051724146444, reward_pressure: 1.0
Processed Iteration 950,episodic return 2537.2635269757448, reward_pressure: 1.0
Processed Iteration 1000,episodic return 3847.8210440627404, reward_pressure: 1.0
Processed Iteration 1050,episodic return 5729.9209774575265, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1684.5545220785807, reward_pressure: 1.0
Processed Iteration 1150,episodic return 4031.2030538278723, reward_pressure: 1.0
Processed Iteration 1200,episodic return 4342.332130412742, reward_pressure: 1.0
Processed Iteration 1250,episodic return 5653.502646376162, reward_pressure: 1.0
Processed Iteration 1300,episodic return 5854.165656928348, reward_pressure: 1.0
Processed Iteration 1350,episodic return 6061.259238823812, reward_pressure: 1.0
Processed Iteration 1400,episodic return 3880.463102026264, reward_pressure: 1.0
Processed Iteration 1450,episodic return 7044.0743550968355, reward_pressure: 1.0
Processed Iteration 1500,episodic return 5481.558982457066, reward_pressure: 1.0
Processed Iteration 1550,episodic return 2870.72981075648, reward_pressure: 1.0
Processed Iteration 1600,episodic return 3414.6331105405216, reward_pressure: 1.0
Processed Iteration 1650,episodic return 3896.5112970621162, reward_pressure: 1.0
Processed Iteration 1700,episodic return 1579.1578811647755, reward_pressure: 1.0
Processed Iteration 1750,episodic return 2954.4281894127503, reward_pressure: 1.0
Processed Iteration 1800,episodic return 2302.9087696931438, reward_pressure: 1.0
Processed Iteration 1850,episodic return 6312.043107918418, reward_pressure: 1.0
Processed Iteration 1900,episodic return 4398.603030510527, reward_pressure: 1.0
Processed Iteration 1950,episodic return 4974.7300701614195, reward_pressure: 1.0
Processed Iteration 2000,episodic return 4842.549863933858, reward_pressure: 1.0
