Processed Iteration 50,episodic return 83.98752753986705, reward_pressure: 1.0
Processed Iteration 100,episodic return 1179.1755166374323, reward_pressure: 1.0
Processed Iteration 150,episodic return 1936.9320588086446, reward_pressure: 1.0
Processed Iteration 200,episodic return 2702.7431833013184, reward_pressure: 1.0
Processed Iteration 250,episodic return 2922.683088681104, reward_pressure: 1.0
Processed Iteration 300,episodic return 3006.144961342488, reward_pressure: 1.0
Processed Iteration 350,episodic return 3242.345598241089, reward_pressure: 1.0
Processed Iteration 400,episodic return 3393.596326590857, reward_pressure: 1.0
Processed Iteration 450,episodic return 3408.4857880689747, reward_pressure: 0.9570000000000006
Processed Iteration 500,episodic return 3486.672685506608, reward_pressure: 0.9380000000000007
Processed Iteration 550,episodic return 3480.0965467090964, reward_pressure: 0.918999999999999
Processed Iteration 600,episodic return 3529.2678949863102, reward_pressure: 0.8919999999999996
Processed Iteration 650,episodic return 3400.273522137852, reward_pressure: 0.8770000000000004
Processed Iteration 700,episodic return 3415.4022022607005, reward_pressure: 0.8269999999999996
Processed Iteration 750,episodic return 3425.48713116056, reward_pressure: 0.7770000000000001
Processed Iteration 800,episodic return 3434.278077638155, reward_pressure: 0.727
Processed Iteration 850,episodic return 3366.764592766914, reward_pressure: 0.676999999999999
Processed Iteration 900,episodic return 3399.775134651243, reward_pressure: 0.6270000000000004
Processed Iteration 950,episodic return 3481.6079671458665, reward_pressure: 0.5770000000000001
Processed Iteration 1000,episodic return 3405.745207170737, reward_pressure: 0.5469999999999999
Processed Iteration 1050,episodic return 3423.2442537681495, reward_pressure: 0.5299999999999997
Processed Iteration 1100,episodic return 3407.8144402797457, reward_pressure: 0.47999999999999965
Processed Iteration 1150,episodic return 3421.443390786674, reward_pressure: 0.42999999999999927
Processed Iteration 1200,episodic return 3463.5171676937193, reward_pressure: 0.38
Processed Iteration 1250,episodic return 3463.8491487831006, reward_pressure: 0.3299999999999994
Processed Iteration 1300,episodic return 3453.2385802565627, reward_pressure: 0.2799999999999998
Processed Iteration 1350,episodic return 3474.8124036673653, reward_pressure: 0.22999999999999957
Processed Iteration 1400,episodic return 3488.13996064184, reward_pressure: 0.17999999999999963
Processed Iteration 1450,episodic return 3448.4619274794004, reward_pressure: 0.12999999999999962
Processed Iteration 1500,episodic return 3420.7427459640203, reward_pressure: 0.07999999999999972
Processed Iteration 1550,episodic return 3476.3977980042273, reward_pressure: 0.07199999999999966
Processed Iteration 1600,episodic return 3462.0303318056776, reward_pressure: 0.07799999999999974
Processed Iteration 1650,episodic return 3507.8363345419766, reward_pressure: 0.027999999999999817
Processed Iteration 1700,episodic return 3350.512298505897, reward_pressure: 0.0
Processed Iteration 1750,episodic return 3402.753299967514, reward_pressure: 0.0
Processed Iteration 1800,episodic return 3549.220113727804, reward_pressure: 0.0
Processed Iteration 1850,episodic return 3459.79616753038, reward_pressure: 0.03600000000000002
Processed Iteration 1900,episodic return 3348.404771868281, reward_pressure: 0.014000000000000002
Processed Iteration 1950,episodic return 3314.900303172646, reward_pressure: 0.0
Processed Iteration 2000,episodic return 3347.4891809203796, reward_pressure: 0.0
