Processed Iteration 50,episodic return 110.86482975890176, reward_pressure: 1.0
Processed Iteration 100,episodic return 119.36065003465366, reward_pressure: 1.0
Processed Iteration 150,episodic return 132.16972620494704, reward_pressure: 1.0
Processed Iteration 200,episodic return 126.60164735970214, reward_pressure: 0.9730000000000009
Processed Iteration 250,episodic return 172.51271965195247, reward_pressure: 0.995
Processed Iteration 300,episodic return 226.26909831250575, reward_pressure: 1.0
Processed Iteration 350,episodic return 244.63712988285724, reward_pressure: 0.9570000000000006
Processed Iteration 400,episodic return 285.9580927776169, reward_pressure: 0.9790000000000001
Processed Iteration 450,episodic return 305.3813238878118, reward_pressure: 0.9650000000000007
Processed Iteration 500,episodic return 337.88846518712984, reward_pressure: 0.9739999999999998
Processed Iteration 550,episodic return 486.5003451921177, reward_pressure: 1.0
Processed Iteration 600,episodic return 496.529977964092, reward_pressure: 0.9859999999999998
Processed Iteration 650,episodic return 504.9493181076302, reward_pressure: 0.9740000000000009
Processed Iteration 700,episodic return 956.2167363162146, reward_pressure: 0.981
Processed Iteration 750,episodic return 849.7833257834884, reward_pressure: 0.9700000000000009
Processed Iteration 800,episodic return 2085.3910454809393, reward_pressure: 0.9439999999999995
Processed Iteration 850,episodic return 1583.868064989877, reward_pressure: 0.9910000000000005
Processed Iteration 900,episodic return 1876.7727826121575, reward_pressure: 0.9409999999999998
Processed Iteration 950,episodic return 2675.71610580293, reward_pressure: 0.8959999999999994
Processed Iteration 1000,episodic return 3094.009029121797, reward_pressure: 0.8949999999999995
Processed Iteration 1050,episodic return 3809.3655958110703, reward_pressure: 0.8710000000000003
Processed Iteration 1100,episodic return 3890.381179954669, reward_pressure: 1.0
Processed Iteration 1150,episodic return 3930.9835048914597, reward_pressure: 0.9510000000000006
Processed Iteration 1200,episodic return 4289.996576505071, reward_pressure: 0.9419999999999998
Processed Iteration 1250,episodic return 3973.735135453191, reward_pressure: 0.9970000000000002
Processed Iteration 1300,episodic return 3992.354905230868, reward_pressure: 0.9470000000000003
Processed Iteration 1350,episodic return 3814.781187899579, reward_pressure: 0.8969999999999994
Processed Iteration 1400,episodic return 2532.7567055846403, reward_pressure: 0.8470000000000004
Processed Iteration 1450,episodic return 5507.083789387938, reward_pressure: 0.7969999999999999
Processed Iteration 1500,episodic return 4025.1577682399948, reward_pressure: 0.7689999999999997
Processed Iteration 1550,episodic return 4369.876153011145, reward_pressure: 0.7810000000000002
Processed Iteration 1600,episodic return 7919.266636951639, reward_pressure: 0.7850000000000005
Processed Iteration 1650,episodic return 6534.467049813629, reward_pressure: 0.8389999999999997
Processed Iteration 1700,episodic return 6504.016253424143, reward_pressure: 0.7890000000000004
Processed Iteration 1750,episodic return 7378.162235873466, reward_pressure: 0.7390000000000003
Processed Iteration 1800,episodic return 5457.98117268784, reward_pressure: 0.6889999999999992
Processed Iteration 1850,episodic return 8813.227992315617, reward_pressure: 0.6789999999999998
Processed Iteration 1900,episodic return 7707.0023115756785, reward_pressure: 0.7299999999999998
Processed Iteration 1950,episodic return 7520.574060723039, reward_pressure: 0.72
Processed Iteration 2000,episodic return 8077.493478938801, reward_pressure: 0.6699999999999992
