Processed Iteration 50,episodic return 119.7395638722806, reward_pressure: 1.0
Processed Iteration 100,episodic return 147.32894858002342, reward_pressure: 1.0
Processed Iteration 150,episodic return 174.64192414629437, reward_pressure: 1.0
Processed Iteration 200,episodic return 222.0125941027562, reward_pressure: 1.0
Processed Iteration 250,episodic return 280.4117993802457, reward_pressure: 1.0
Processed Iteration 300,episodic return 339.3467636902766, reward_pressure: 0.9990000000000001
Processed Iteration 350,episodic return 304.00357999666613, reward_pressure: 0.9700000000000009
Processed Iteration 400,episodic return 402.47434045988535, reward_pressure: 0.9259999999999995
Processed Iteration 450,episodic return 678.9604123107309, reward_pressure: 0.993
Processed Iteration 500,episodic return 1240.8138505578481, reward_pressure: 0.9590000000000006
Processed Iteration 550,episodic return 1119.3239547292344, reward_pressure: 0.9790000000000001
Processed Iteration 600,episodic return 781.9936618344915, reward_pressure: 0.9680000000000009
Processed Iteration 650,episodic return 1449.1394046217774, reward_pressure: 0.998
Processed Iteration 700,episodic return 2232.9378047095324, reward_pressure: 1.0
Processed Iteration 750,episodic return 833.6387039526672, reward_pressure: 0.9870000000000008
Processed Iteration 800,episodic return 578.1023829161015, reward_pressure: 0.9369999999999995
Processed Iteration 850,episodic return 1301.6293103101455, reward_pressure: 0.9370000000000006
Processed Iteration 900,episodic return 1883.6868763379641, reward_pressure: 0.9360000000000005
Processed Iteration 950,episodic return 2486.687389824429, reward_pressure: 0.9269999999999992
Processed Iteration 1000,episodic return 3989.504741279309, reward_pressure: 0.8770000000000004
Processed Iteration 1050,episodic return 2947.320705769989, reward_pressure: 0.8269999999999996
Processed Iteration 1100,episodic return 5423.509010477807, reward_pressure: 0.7770000000000001
Processed Iteration 1150,episodic return 6211.537565366754, reward_pressure: 0.727
Processed Iteration 1200,episodic return 4898.411429861248, reward_pressure: 0.676999999999999
Processed Iteration 1250,episodic return 6247.558542806589, reward_pressure: 0.6270000000000004
Processed Iteration 1300,episodic return 6404.931624269617, reward_pressure: 0.5770000000000001
Processed Iteration 1350,episodic return 6130.107819492426, reward_pressure: 0.5269999999999997
Processed Iteration 1400,episodic return 4776.881638344761, reward_pressure: 0.4769999999999996
Processed Iteration 1450,episodic return 4154.21563193395, reward_pressure: 0.4269999999999994
Processed Iteration 1500,episodic return 3449.8514181118394, reward_pressure: 0.3769999999999999
Processed Iteration 1550,episodic return 3052.7299662956625, reward_pressure: 0.3269999999999994
Processed Iteration 1600,episodic return 3985.4893284822906, reward_pressure: 0.27699999999999986
Processed Iteration 1650,episodic return 779.0895389635291, reward_pressure: 0.22699999999999954
Processed Iteration 1700,episodic return 261.87834959516675, reward_pressure: 0.17699999999999963
Processed Iteration 1750,episodic return 241.42466138712132, reward_pressure: 0.1269999999999996
Processed Iteration 1800,episodic return 219.46219074286148, reward_pressure: 0.07699999999999974
Processed Iteration 1850,episodic return 215.1346262034858, reward_pressure: 0.026999999999999823
Processed Iteration 1900,episodic return 201.01049293892683, reward_pressure: 0.0
Processed Iteration 1950,episodic return 189.06397501597323, reward_pressure: 0.0
Processed Iteration 2000,episodic return 208.89488075393652, reward_pressure: 0.0
