Processed Iteration 50,episodic return 77.63531289549829, reward_pressure: 1.0
Processed Iteration 100,episodic return 858.7961441816065, reward_pressure: 1.0
Processed Iteration 150,episodic return 962.4074865468021, reward_pressure: 1.0
Processed Iteration 200,episodic return 1620.9931120315614, reward_pressure: 1.0
Processed Iteration 250,episodic return 2291.236139325242, reward_pressure: 1.0
Processed Iteration 300,episodic return 3247.62390855161, reward_pressure: 1.0
Processed Iteration 350,episodic return 3582.9274774276564, reward_pressure: 1.0
Processed Iteration 400,episodic return 3357.8599853604533, reward_pressure: 1.0
Processed Iteration 450,episodic return 4097.18048591207, reward_pressure: 1.0
Processed Iteration 500,episodic return 3991.3957220522575, reward_pressure: 0.9939999999999999
Processed Iteration 550,episodic return 4017.026584456425, reward_pressure: 0.9889999999999998
Processed Iteration 600,episodic return 4079.7270941090137, reward_pressure: 0.9940000000000003
Processed Iteration 650,episodic return 3678.3281104066955, reward_pressure: 0.9440000000000001
Processed Iteration 700,episodic return 3893.9478870379908, reward_pressure: 0.8939999999999995
Processed Iteration 750,episodic return 3621.5980849946327, reward_pressure: 0.8440000000000002
Processed Iteration 800,episodic return 4031.2229468057426, reward_pressure: 0.794
Processed Iteration 850,episodic return 3812.2004179903583, reward_pressure: 0.7440000000000002
Processed Iteration 900,episodic return 4036.6537986254743, reward_pressure: 0.6939999999999994
Processed Iteration 950,episodic return 4306.582081721737, reward_pressure: 0.6439999999999995
Processed Iteration 1000,episodic return 4369.96875346063, reward_pressure: 0.6649999999999996
Processed Iteration 1050,episodic return 4428.739706978497, reward_pressure: 0.6839999999999992
Processed Iteration 1100,episodic return 4344.236143895105, reward_pressure: 0.634
Processed Iteration 1150,episodic return 4486.754926321637, reward_pressure: 0.5840000000000002
Processed Iteration 1200,episodic return 4321.894182263413, reward_pressure: 0.5339999999999997
Processed Iteration 1250,episodic return 4412.9251577469395, reward_pressure: 0.4839999999999997
Processed Iteration 1300,episodic return 4526.41791769852, reward_pressure: 0.44399999999999934
Processed Iteration 1350,episodic return 4447.454598238513, reward_pressure: 0.4399999999999992
Processed Iteration 1400,episodic return 4389.895018593193, reward_pressure: 0.3900000000000001
Processed Iteration 1450,episodic return 4359.252272182968, reward_pressure: 0.33999999999999964
Processed Iteration 1500,episodic return 4374.866241178441, reward_pressure: 0.2899999999999996
Processed Iteration 1550,episodic return 4482.280924118199, reward_pressure: 0.2399999999999997
Processed Iteration 1600,episodic return 4521.2229688077605, reward_pressure: 0.18999999999999967
Processed Iteration 1650,episodic return 4468.311013975046, reward_pressure: 0.13999999999999957
Processed Iteration 1700,episodic return 4485.267834834258, reward_pressure: 0.14699999999999952
Processed Iteration 1750,episodic return 4596.818064516174, reward_pressure: 0.13899999999999954
Processed Iteration 1800,episodic return 4491.784020612956, reward_pressure: 0.11399999999999967
Processed Iteration 1850,episodic return 4620.552489922682, reward_pressure: 0.06399999999999972
Processed Iteration 1900,episodic return 4667.241464379932, reward_pressure: 0.013999999999999915
Processed Iteration 1950,episodic return 4509.22628353665, reward_pressure: 0.0
Processed Iteration 2000,episodic return 4535.50682719068, reward_pressure: 0.0
