Processed Iteration 50,episodic return 167.63934587256347, reward_pressure: 1.0
Processed Iteration 100,episodic return 587.1408053250921, reward_pressure: 1.0
Processed Iteration 150,episodic return 781.4837286385166, reward_pressure: 1.0
Processed Iteration 200,episodic return 1032.818604543163, reward_pressure: 1.0
Processed Iteration 250,episodic return 1186.8340967330046, reward_pressure: 1.0
Processed Iteration 300,episodic return 1185.6273619118695, reward_pressure: 0.9979999999999997
Processed Iteration 350,episodic return 1273.3247429070173, reward_pressure: 0.9996
Processed Iteration 400,episodic return 1254.0346286974964, reward_pressure: 0.987599999999999
Processed Iteration 450,episodic return 1288.641499727937, reward_pressure: 0.9676000000000006
Processed Iteration 500,episodic return 1290.7048461129143, reward_pressure: 0.9475999999999998
Processed Iteration 550,episodic return 1282.363740839695, reward_pressure: 0.9524000000000004
Processed Iteration 600,episodic return 1405.5003887923583, reward_pressure: 0.9836000000000001
Processed Iteration 650,episodic return 1404.3332609668817, reward_pressure: 1.0
Processed Iteration 700,episodic return 1466.8544716263268, reward_pressure: 0.9843999999999992
Processed Iteration 750,episodic return 1438.5721632944185, reward_pressure: 0.9839999999999998
Processed Iteration 800,episodic return 1431.6992309868936, reward_pressure: 1.0
Processed Iteration 850,episodic return 1463.7608386554953, reward_pressure: 0.9807999999999991
Processed Iteration 900,episodic return 1399.4304363463912, reward_pressure: 0.9608000000000007
Processed Iteration 950,episodic return 1478.3321949979427, reward_pressure: 0.9464000000000005
Processed Iteration 1000,episodic return 1458.5502094987432, reward_pressure: 0.9543999999999998
Processed Iteration 1050,episodic return 1452.8108448538305, reward_pressure: 0.9344000000000007
Processed Iteration 1100,episodic return 1402.0486754162737, reward_pressure: 0.9144000000000001
Processed Iteration 1150,episodic return 1357.0647942404494, reward_pressure: 0.8944000000000003
Processed Iteration 1200,episodic return 1454.6500808370195, reward_pressure: 0.8743999999999994
Processed Iteration 1250,episodic return 1433.3134300363527, reward_pressure: 0.8544000000000005
Processed Iteration 1300,episodic return 1438.379920072768, reward_pressure: 0.8372000000000003
Processed Iteration 1350,episodic return 1399.3211988746227, reward_pressure: 0.8571999999999995
Processed Iteration 1400,episodic return 1486.5669371631448, reward_pressure: 0.8428000000000005
Processed Iteration 1450,episodic return 1382.558132854549, reward_pressure: 0.8228000000000002
Processed Iteration 1500,episodic return 1372.9933531277359, reward_pressure: 0.8027999999999998
Processed Iteration 1550,episodic return 1326.775202843579, reward_pressure: 0.7828000000000004
Processed Iteration 1600,episodic return 1435.7509353701435, reward_pressure: 0.7627999999999987
Processed Iteration 1650,episodic return 1459.0245008211295, reward_pressure: 0.7427999999999996
Processed Iteration 1700,episodic return 1440.8814550408579, reward_pressure: 0.7579999999999988
Processed Iteration 1750,episodic return 1403.315272632819, reward_pressure: 0.7419999999999995
Processed Iteration 1800,episodic return 1491.062313324931, reward_pressure: 0.7219999999999991
Processed Iteration 1850,episodic return 1537.6831052221576, reward_pressure: 0.7019999999999997
Processed Iteration 1900,episodic return 1349.646776712703, reward_pressure: 0.6943999999999997
Processed Iteration 1950,episodic return 1388.8328009151912, reward_pressure: 0.6875999999999997
Processed Iteration 2000,episodic return 1418.173121372975, reward_pressure: 0.6999999999999997
