Processed Iteration 50,episodic return 149.3593838652035, reward_pressure: 1.0
Processed Iteration 100,episodic return 355.8948694992343, reward_pressure: 1.0
Processed Iteration 150,episodic return 800.8942614278849, reward_pressure: 1.0
Processed Iteration 200,episodic return 989.6150467323818, reward_pressure: 1.0
Processed Iteration 250,episodic return 1097.4772185203306, reward_pressure: 1.0
Processed Iteration 300,episodic return 1124.56584172363, reward_pressure: 1.0
Processed Iteration 350,episodic return 1238.0209616803866, reward_pressure: 0.9960000000000002
Processed Iteration 400,episodic return 1219.5337904560165, reward_pressure: 0.9839999999999999
Processed Iteration 450,episodic return 1311.812535290196, reward_pressure: 1.0
Processed Iteration 500,episodic return 1314.876976303323, reward_pressure: 1.0
Processed Iteration 550,episodic return 1332.7689460618099, reward_pressure: 0.982000000000001
Processed Iteration 600,episodic return 1347.5983682437634, reward_pressure: 0.991
Processed Iteration 650,episodic return 1268.3512328378274, reward_pressure: 0.9870000000000008
Processed Iteration 700,episodic return 1374.0643351337817, reward_pressure: 0.9839999999999999
Processed Iteration 750,episodic return 1452.1483125860798, reward_pressure: 1.0
Processed Iteration 800,episodic return 1357.6742623997143, reward_pressure: 0.9620000000000006
Processed Iteration 850,episodic return 1284.778886228606, reward_pressure: 0.9340000000000005
Processed Iteration 900,episodic return 1382.3285202601937, reward_pressure: 0.9279999999999992
Processed Iteration 950,episodic return 1333.3501904847542, reward_pressure: 0.8780000000000004
Processed Iteration 1000,episodic return 1285.8377264377161, reward_pressure: 0.8279999999999997
Processed Iteration 1050,episodic return 1382.8598478372762, reward_pressure: 0.7859999999999997
Processed Iteration 1100,episodic return 1406.355115060029, reward_pressure: 0.8480000000000006
Processed Iteration 1150,episodic return 1410.1892564497703, reward_pressure: 0.8019999999999997
Processed Iteration 1200,episodic return 1403.403648105158, reward_pressure: 0.7519999999999999
Processed Iteration 1250,episodic return 1465.8983781072186, reward_pressure: 0.7139999999999995
Processed Iteration 1300,episodic return 1397.4986663636864, reward_pressure: 0.7380000000000002
Processed Iteration 1350,episodic return 1462.9734678072261, reward_pressure: 0.6879999999999993
Processed Iteration 1400,episodic return 1454.2523289711544, reward_pressure: 0.6649999999999996
Processed Iteration 1450,episodic return 1430.02693716742, reward_pressure: 0.6849999999999992
Processed Iteration 1500,episodic return 1272.8298748701957, reward_pressure: 0.635
Processed Iteration 1550,episodic return 1305.9045088905802, reward_pressure: 0.5850000000000002
Processed Iteration 1600,episodic return 1408.5972213078055, reward_pressure: 0.5349999999999997
Processed Iteration 1650,episodic return 1406.2479218306016, reward_pressure: 0.4849999999999997
Processed Iteration 1700,episodic return 1422.9362380124087, reward_pressure: 0.43499999999999917
Processed Iteration 1750,episodic return 1500.7761863341752, reward_pressure: 0.3850000000000001
Processed Iteration 1800,episodic return 1454.8336781765706, reward_pressure: 0.3349999999999995
Processed Iteration 1850,episodic return 1476.1554720753236, reward_pressure: 0.2849999999999997
Processed Iteration 1900,episodic return 1477.1447098268534, reward_pressure: 0.23499999999999965
Processed Iteration 1950,episodic return 1390.49106204132, reward_pressure: 0.1849999999999997
Processed Iteration 2000,episodic return 1498.0273798265478, reward_pressure: 0.1349999999999996
