Processed Iteration 50,episodic return -51.83339887533517, reward_pressure: 1.0
Processed Iteration 100,episodic return 644.5848481037533, reward_pressure: 1.0
Processed Iteration 150,episodic return 1417.3917865264104, reward_pressure: 1.0
Processed Iteration 200,episodic return 1909.1181351196335, reward_pressure: 1.0
Processed Iteration 250,episodic return 2240.8696984606045, reward_pressure: 1.0
Processed Iteration 300,episodic return 2593.9634002144676, reward_pressure: 1.0
Processed Iteration 350,episodic return 2914.8097604877985, reward_pressure: 1.0
Processed Iteration 400,episodic return 3052.4853795728745, reward_pressure: 1.0
Processed Iteration 450,episodic return 3054.4311179925608, reward_pressure: 1.0
Processed Iteration 500,episodic return 3007.1911424884565, reward_pressure: 0.981000000000001
Processed Iteration 550,episodic return 3007.29049542212, reward_pressure: 0.9460000000000005
Processed Iteration 600,episodic return 2958.204084619639, reward_pressure: 0.9349999999999993
Processed Iteration 650,episodic return 2954.572418805865, reward_pressure: 0.885
Processed Iteration 700,episodic return 3116.267489820631, reward_pressure: 0.8349999999999997
Processed Iteration 750,episodic return 3120.1956988122197, reward_pressure: 0.7850000000000003
Processed Iteration 800,episodic return 3103.373864530071, reward_pressure: 0.7350000000000001
Processed Iteration 850,episodic return 3084.8859190162657, reward_pressure: 0.6849999999999992
Processed Iteration 900,episodic return 3046.4286522526904, reward_pressure: 0.635
Processed Iteration 950,episodic return 3202.0572058031753, reward_pressure: 0.6509999999999994
Processed Iteration 1000,episodic return 3203.4271044823404, reward_pressure: 0.6969999999999995
Processed Iteration 1050,episodic return 3077.625531770576, reward_pressure: 0.6469999999999994
Processed Iteration 1100,episodic return 2929.2483962337865, reward_pressure: 0.5970000000000004
Processed Iteration 1150,episodic return 3017.9671271161583, reward_pressure: 0.5469999999999999
Processed Iteration 1200,episodic return 3394.0687179228476, reward_pressure: 0.5160000000000001
Processed Iteration 1250,episodic return 3450.048082048446, reward_pressure: 0.5900000000000004
Processed Iteration 1300,episodic return 3432.550893445111, reward_pressure: 0.5599999999999999
Processed Iteration 1350,episodic return 3567.8870530248328, reward_pressure: 0.5709999999999998
Processed Iteration 1400,episodic return 3443.899624184911, reward_pressure: 0.6419999999999996
Processed Iteration 1450,episodic return 3397.1815329638603, reward_pressure: 0.6479999999999992
Processed Iteration 1500,episodic return 3460.7648469584597, reward_pressure: 0.6060000000000002
Processed Iteration 1550,episodic return 3377.7284677356033, reward_pressure: 0.6459999999999994
Processed Iteration 1600,episodic return 3450.328195708638, reward_pressure: 0.5960000000000004
Processed Iteration 1650,episodic return 3434.1102767180155, reward_pressure: 0.5459999999999998
Processed Iteration 1700,episodic return 3452.0671646231785, reward_pressure: 0.4959999999999999
Processed Iteration 1750,episodic return 3431.219777125365, reward_pressure: 0.4459999999999993
Processed Iteration 1800,episodic return 3439.753496868709, reward_pressure: 0.3959999999999998
Processed Iteration 1850,episodic return 3466.7423129310355, reward_pressure: 0.34599999999999975
Processed Iteration 1900,episodic return 3422.255738979818, reward_pressure: 0.29599999999999943
Processed Iteration 1950,episodic return 3443.8051104778942, reward_pressure: 0.2459999999999998
Processed Iteration 2000,episodic return 3486.822093601002, reward_pressure: 0.19599999999999956
