Processed Iteration 50,episodic return 205.37493632689603, reward_pressure: 1.0
Processed Iteration 100,episodic return 311.3308457954666, reward_pressure: 1.0
Processed Iteration 150,episodic return 365.2888014471906, reward_pressure: 1.0
Processed Iteration 200,episodic return 732.8001998944204, reward_pressure: 1.0
Processed Iteration 250,episodic return 928.3682708559584, reward_pressure: 1.0
Processed Iteration 300,episodic return 1216.8321128891882, reward_pressure: 1.0
Processed Iteration 350,episodic return 1304.8841132585244, reward_pressure: 1.0
Processed Iteration 400,episodic return 1410.0633378619616, reward_pressure: 1.0
Processed Iteration 450,episodic return 1470.164121059866, reward_pressure: 1.0
Processed Iteration 500,episodic return 1520.1384340918785, reward_pressure: 1.0
Processed Iteration 550,episodic return 1526.4744199944973, reward_pressure: 0.978000000000001
Processed Iteration 600,episodic return 1622.568285757216, reward_pressure: 0.9719999999999998
Processed Iteration 650,episodic return 1543.8951110461965, reward_pressure: 0.978000000000001
Processed Iteration 700,episodic return 1590.830300782579, reward_pressure: 0.9279999999999992
Processed Iteration 750,episodic return 1598.1109874876577, reward_pressure: 0.8780000000000004
Processed Iteration 800,episodic return 1646.7302479737796, reward_pressure: 0.8279999999999997
Processed Iteration 850,episodic return 1685.7847048871088, reward_pressure: 0.7780000000000001
Processed Iteration 900,episodic return 1644.7906659806988, reward_pressure: 0.7280000000000001
Processed Iteration 950,episodic return 1650.8489255177528, reward_pressure: 0.6779999999999992
Processed Iteration 1000,episodic return 1686.4975437489757, reward_pressure: 0.6280000000000004
Processed Iteration 1050,episodic return 1614.4610688585212, reward_pressure: 0.5780000000000001
Processed Iteration 1100,episodic return 1596.1760810574965, reward_pressure: 0.5279999999999996
Processed Iteration 1150,episodic return 1612.9372411964735, reward_pressure: 0.4779999999999996
Processed Iteration 1200,episodic return 1663.092758134609, reward_pressure: 0.4279999999999993
Processed Iteration 1250,episodic return 1658.4390292914727, reward_pressure: 0.3929999999999996
Processed Iteration 1300,episodic return 1662.8135706647993, reward_pressure: 0.4809999999999998
Processed Iteration 1350,episodic return 1617.033937285737, reward_pressure: 0.5339999999999999
Processed Iteration 1400,episodic return 1613.5118372647737, reward_pressure: 0.5159999999999999
Processed Iteration 1450,episodic return 1552.7866319644097, reward_pressure: 0.46599999999999947
Processed Iteration 1500,episodic return 1687.992224217715, reward_pressure: 0.42399999999999977
Processed Iteration 1550,episodic return 1636.2640298512752, reward_pressure: 0.4419999999999992
Processed Iteration 1600,episodic return 1524.1219800014367, reward_pressure: 0.392
Processed Iteration 1650,episodic return 1476.2569422767235, reward_pressure: 0.3419999999999997
Processed Iteration 1700,episodic return 1479.7050192248657, reward_pressure: 0.29199999999999954
Processed Iteration 1750,episodic return 1514.5498324476775, reward_pressure: 0.24199999999999974
Processed Iteration 1800,episodic return 1528.545693212899, reward_pressure: 0.19199999999999964
Processed Iteration 1850,episodic return 1518.903058586594, reward_pressure: 0.14199999999999957
Processed Iteration 1900,episodic return 1526.7627905421305, reward_pressure: 0.0919999999999997
Processed Iteration 1950,episodic return 1554.340863540439, reward_pressure: 0.04199999999999971
Processed Iteration 2000,episodic return 1668.326334429445, reward_pressure: 0.0
