Processed Iteration 50,episodic return 121.12305366206978, reward_pressure: 1.0
Processed Iteration 100,episodic return 145.41723073129097, reward_pressure: 1.0
Processed Iteration 150,episodic return 200.3786695874392, reward_pressure: 1.0
Processed Iteration 200,episodic return 228.33579679111438, reward_pressure: 1.0
Processed Iteration 250,episodic return 263.1081534830952, reward_pressure: 1.0
Processed Iteration 300,episodic return 306.38847528227166, reward_pressure: 1.0
Processed Iteration 350,episodic return 294.12866052619336, reward_pressure: 1.0
Processed Iteration 400,episodic return 320.6232914195106, reward_pressure: 1.0
Processed Iteration 450,episodic return 347.36809074157975, reward_pressure: 1.0
Processed Iteration 500,episodic return 379.1566560115032, reward_pressure: 1.0
Processed Iteration 550,episodic return 379.81917711099334, reward_pressure: 1.0
Processed Iteration 600,episodic return 426.4265035062392, reward_pressure: 1.0
Processed Iteration 650,episodic return 492.39137462601417, reward_pressure: 1.0
Processed Iteration 700,episodic return 1699.4803882969288, reward_pressure: 1.0
Processed Iteration 750,episodic return 4605.032489861175, reward_pressure: 1.0
Processed Iteration 800,episodic return 1275.1788461831522, reward_pressure: 1.0
Processed Iteration 850,episodic return 4283.476164174843, reward_pressure: 1.0
Processed Iteration 900,episodic return 3572.937449209219, reward_pressure: 1.0
Processed Iteration 950,episodic return 2851.2998759326624, reward_pressure: 1.0
Processed Iteration 1000,episodic return 3337.7697360780353, reward_pressure: 1.0
Processed Iteration 1050,episodic return 3526.434975308395, reward_pressure: 1.0
Processed Iteration 1100,episodic return 1099.0839847620543, reward_pressure: 1.0
Processed Iteration 1150,episodic return 1926.8481945788446, reward_pressure: 1.0
Processed Iteration 1200,episodic return 4782.698070612332, reward_pressure: 1.0
Processed Iteration 1250,episodic return 5128.870161585023, reward_pressure: 1.0
Processed Iteration 1300,episodic return 2704.686607787912, reward_pressure: 1.0
Processed Iteration 1350,episodic return 2166.4479115046565, reward_pressure: 1.0
Processed Iteration 1400,episodic return 3144.9100698363122, reward_pressure: 1.0
Processed Iteration 1450,episodic return 3178.402199000367, reward_pressure: 1.0
Processed Iteration 1500,episodic return 5601.894578891864, reward_pressure: 1.0
Processed Iteration 1550,episodic return 3351.615437526978, reward_pressure: 1.0
Processed Iteration 1600,episodic return 5741.6975589452695, reward_pressure: 1.0
Processed Iteration 1650,episodic return 4259.184907337639, reward_pressure: 1.0
Processed Iteration 1700,episodic return 2612.693633346468, reward_pressure: 1.0
Processed Iteration 1750,episodic return 2159.9302471441492, reward_pressure: 1.0
Processed Iteration 1800,episodic return 4355.398399120551, reward_pressure: 1.0
Processed Iteration 1850,episodic return 6866.319308205024, reward_pressure: 1.0
Processed Iteration 1900,episodic return 2851.229470654738, reward_pressure: 1.0
Processed Iteration 1950,episodic return 2000.0286628799981, reward_pressure: 1.0
Processed Iteration 2000,episodic return 610.7818840915603, reward_pressure: 1.0
