Processed Iteration 50,episodic return 172.8250159427089, reward_pressure: 1.0
Processed Iteration 100,episodic return 368.2056091652182, reward_pressure: 1.0
Processed Iteration 150,episodic return 708.3924123340523, reward_pressure: 1.0
Processed Iteration 200,episodic return 1033.047538298622, reward_pressure: 1.0
Processed Iteration 250,episodic return 1036.5069365129436, reward_pressure: 0.980000000000001
Processed Iteration 300,episodic return 1043.18921090483, reward_pressure: 0.9299999999999992
Processed Iteration 350,episodic return 1057.6648712718988, reward_pressure: 0.8800000000000003
Processed Iteration 400,episodic return 1063.1847043071755, reward_pressure: 0.8299999999999997
Processed Iteration 450,episodic return 1070.1590101058107, reward_pressure: 0.7800000000000001
Processed Iteration 500,episodic return 1074.9288647225446, reward_pressure: 0.7300000000000001
Processed Iteration 550,episodic return 1077.7827686509684, reward_pressure: 0.6799999999999992
Processed Iteration 600,episodic return 1092.4710958375667, reward_pressure: 0.6739999999999998
Processed Iteration 650,episodic return 1104.902851480213, reward_pressure: 0.675999999999999
Processed Iteration 700,episodic return 1109.2306427029787, reward_pressure: 0.6260000000000006
Processed Iteration 750,episodic return 1112.0965732272641, reward_pressure: 0.5760000000000002
Processed Iteration 800,episodic return 1114.4891890891233, reward_pressure: 0.5930000000000004
Processed Iteration 850,episodic return 1112.4342866931668, reward_pressure: 0.5569999999999999
Processed Iteration 900,episodic return 1104.727060536113, reward_pressure: 0.507
Processed Iteration 950,episodic return 1114.2165389712918, reward_pressure: 0.4569999999999994
Processed Iteration 1000,episodic return 1114.6435518389878, reward_pressure: 0.4069999999999997
Processed Iteration 1050,episodic return 1094.5011523517253, reward_pressure: 0.35699999999999976
Processed Iteration 1100,episodic return 1071.95500467939, reward_pressure: 0.30699999999999933
Processed Iteration 1150,episodic return 1101.0967871800246, reward_pressure: 0.2569999999999999
Processed Iteration 1200,episodic return 1119.6772033165453, reward_pressure: 0.20699999999999946
Processed Iteration 1250,episodic return 1112.6617646176214, reward_pressure: 0.15699999999999953
Processed Iteration 1300,episodic return 1112.1465240862042, reward_pressure: 0.10699999999999965
Processed Iteration 1350,episodic return 1115.0210517616779, reward_pressure: 0.0569999999999997
Processed Iteration 1400,episodic return 1111.0951133848835, reward_pressure: 0.006999999999999955
Processed Iteration 1450,episodic return 1116.408175074944, reward_pressure: 0.0
Processed Iteration 1500,episodic return 1116.4058086256614, reward_pressure: 0.0
Processed Iteration 1550,episodic return 1111.4224437043108, reward_pressure: 0.0
Processed Iteration 1600,episodic return 1108.3217353104162, reward_pressure: 0.0
Processed Iteration 1650,episodic return 1111.9609827468244, reward_pressure: 0.04899999999999999
Processed Iteration 1700,episodic return 1091.7794022072273, reward_pressure: 0.001
Processed Iteration 1750,episodic return 1101.2495722613003, reward_pressure: 0.0
Processed Iteration 1800,episodic return 1024.9979039265916, reward_pressure: 0.0
Processed Iteration 1850,episodic return 1030.3362551588905, reward_pressure: 0.0
Processed Iteration 1900,episodic return 1011.6609828509817, reward_pressure: 0.032000000000000015
Processed Iteration 1950,episodic return 862.5072312397217, reward_pressure: 0.04900000000000003
Processed Iteration 2000,episodic return 1117.6058774532053, reward_pressure: 0.15700000000000003
Processed Iteration 2050,episodic return 1385.5096453929032, reward_pressure: 0.33499999999999974
Processed Iteration 2100,episodic return 1403.9873347362743, reward_pressure: 0.41
Processed Iteration 2150,episodic return 1472.4835975283602, reward_pressure: 0.4959999999999999
Processed Iteration 2200,episodic return 1525.376084885664, reward_pressure: 0.4649999999999998
Processed Iteration 2250,episodic return 1685.7431410073739, reward_pressure: 0.6329999999999997
Processed Iteration 2300,episodic return 1636.3000064091407, reward_pressure: 0.6809999999999993
Processed Iteration 2350,episodic return 1676.987769485327, reward_pressure: 0.6310000000000004
Processed Iteration 2400,episodic return 1567.1473380709492, reward_pressure: 0.5810000000000003
Processed Iteration 2450,episodic return 1668.5985964153006, reward_pressure: 0.5310000000000001
Processed Iteration 2500,episodic return 1681.7910490347278, reward_pressure: 0.4809999999999997
Processed Iteration 2550,episodic return 1667.8101640387292, reward_pressure: 0.4309999999999995
Processed Iteration 2600,episodic return 1656.1314036475478, reward_pressure: 0.3810000000000003
Processed Iteration 2650,episodic return 1764.5487234322215, reward_pressure: 0.3310000000000002
Processed Iteration 2700,episodic return 1768.107143462251, reward_pressure: 0.281
Processed Iteration 2750,episodic return 1760.9611239232722, reward_pressure: 0.23099999999999976
Processed Iteration 2800,episodic return 1797.4798455936016, reward_pressure: 0.1810000000000002
Processed Iteration 2850,episodic return 1808.48285253184, reward_pressure: 0.13099999999999987
Processed Iteration 2900,episodic return 1910.7519314677663, reward_pressure: 0.08099999999999997
Processed Iteration 2950,episodic return 2060.402538498208, reward_pressure: 0.03900000000000003
Processed Iteration 3000,episodic return 2223.884838059317, reward_pressure: 0.12100000000000011
