Processed Iteration 50,episodic return 124.30655463933323, reward_pressure: 1.0
Processed Iteration 100,episodic return 620.3613547970391, reward_pressure: 1.0
Processed Iteration 150,episodic return 953.0996752709251, reward_pressure: 0.981000000000001
Processed Iteration 200,episodic return 1043.3692968173618, reward_pressure: 0.9309999999999993
Processed Iteration 250,episodic return 1049.351891744414, reward_pressure: 0.8810000000000002
Processed Iteration 300,episodic return 1059.4222405153844, reward_pressure: 0.8309999999999996
Processed Iteration 350,episodic return 1067.1727778565244, reward_pressure: 0.7810000000000002
Processed Iteration 400,episodic return 1069.8198897602074, reward_pressure: 0.7310000000000001
Processed Iteration 450,episodic return 1078.716599879033, reward_pressure: 0.6839999999999994
Processed Iteration 500,episodic return 1082.1666845588668, reward_pressure: 0.6969999999999995
Processed Iteration 550,episodic return 1089.4182940134567, reward_pressure: 0.6839999999999996
Processed Iteration 600,episodic return 1093.9671057494015, reward_pressure: 0.6719999999999995
Processed Iteration 650,episodic return 1096.0287875276028, reward_pressure: 0.6939999999999994
Processed Iteration 700,episodic return 1102.5723771690527, reward_pressure: 0.6439999999999995
Processed Iteration 750,episodic return 1097.3699333107088, reward_pressure: 0.5940000000000003
Processed Iteration 800,episodic return 1092.6950827632809, reward_pressure: 0.5459999999999998
Processed Iteration 850,episodic return 1104.8914293394785, reward_pressure: 0.5479999999999999
Processed Iteration 900,episodic return 1144.1449088382992, reward_pressure: 0.5140000000000001
Processed Iteration 950,episodic return 1168.9794657130033, reward_pressure: 0.6010000000000004
Processed Iteration 1000,episodic return 1330.3235023430314, reward_pressure: 0.6859999999999996
Processed Iteration 1050,episodic return 1275.193397043911, reward_pressure: 0.6859999999999998
Processed Iteration 1100,episodic return 1322.3110798142066, reward_pressure: 0.6819999999999993
Processed Iteration 1150,episodic return 1372.3652807029728, reward_pressure: 0.7419999999999999
Processed Iteration 1200,episodic return 1366.9385407838206, reward_pressure: 0.7079999999999997
Processed Iteration 1250,episodic return 1492.5549506855064, reward_pressure: 0.6939999999999996
Processed Iteration 1300,episodic return 1519.3320052089919, reward_pressure: 0.6639999999999993
Processed Iteration 1350,episodic return 1540.453046536435, reward_pressure: 0.6939999999999996
Processed Iteration 1400,episodic return 1547.5764145720789, reward_pressure: 0.6559999999999994
Processed Iteration 1450,episodic return 1592.3994817885846, reward_pressure: 0.6060000000000003
Processed Iteration 1500,episodic return 1562.880440836298, reward_pressure: 0.5559999999999999
Processed Iteration 1550,episodic return 1577.1407777558718, reward_pressure: 0.5059999999999999
Processed Iteration 1600,episodic return 1496.9213880392076, reward_pressure: 0.45599999999999935
Processed Iteration 1650,episodic return 1438.1928113719007, reward_pressure: 0.40599999999999964
Processed Iteration 1700,episodic return 1615.3587094721786, reward_pressure: 0.3559999999999998
Processed Iteration 1750,episodic return 1615.386986043478, reward_pressure: 0.3059999999999994
Processed Iteration 1800,episodic return 1633.7700826285957, reward_pressure: 0.2559999999999999
Processed Iteration 1850,episodic return 1685.596266265891, reward_pressure: 0.20599999999999943
Processed Iteration 1900,episodic return 1679.811932267356, reward_pressure: 0.15599999999999953
Processed Iteration 1950,episodic return 1762.7942251109882, reward_pressure: 0.10599999999999966
Processed Iteration 2000,episodic return 1798.1631813363817, reward_pressure: 0.055999999999999696
Processed Iteration 2050,episodic return 1702.722729228094, reward_pressure: 0.005999999999999962
Processed Iteration 2100,episodic return 1591.8905391011763, reward_pressure: 0.0
Processed Iteration 2150,episodic return 1536.6122576161463, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1707.713501674649, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1753.546060765007, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1775.8970420954408, reward_pressure: 0.031000000000000014
Processed Iteration 2350,episodic return 1841.920139672162, reward_pressure: 0.019000000000000006
Processed Iteration 2400,episodic return 1982.9735023557666, reward_pressure: 0.0
Processed Iteration 2450,episodic return 2050.113611951313, reward_pressure: 0.08300000000000005
Processed Iteration 2500,episodic return 2036.4677244867166, reward_pressure: 0.09899999999999999
Processed Iteration 2550,episodic return 2018.4507361398034, reward_pressure: 0.059999999999999935
Processed Iteration 2600,episodic return 1985.0634055316457, reward_pressure: 0.014000000000000002
Processed Iteration 2650,episodic return 2122.549327363144, reward_pressure: 0.046
Processed Iteration 2700,episodic return 2214.4703267612185, reward_pressure: 0.0
Processed Iteration 2750,episodic return 2174.252728616976, reward_pressure: 0.0
Processed Iteration 2800,episodic return 2083.5408039402573, reward_pressure: 0.0
Processed Iteration 2850,episodic return 2152.8330236899274, reward_pressure: 0.0
Processed Iteration 2900,episodic return 2144.907369873729, reward_pressure: 0.0
Processed Iteration 2950,episodic return 2203.0362320909817, reward_pressure: 0.0
Processed Iteration 3000,episodic return 2294.7334180915896, reward_pressure: 0.04300000000000001
