Processed Iteration 50,episodic return -139.24400955626487, reward_pressure: 1.0
Processed Iteration 100,episodic return 859.0177068427977, reward_pressure: 1.0
Processed Iteration 150,episodic return 1848.7550798439922, reward_pressure: 1.0
Processed Iteration 200,episodic return 2191.9938615531682, reward_pressure: 1.0
Processed Iteration 250,episodic return 2356.6243428874022, reward_pressure: 1.0
Processed Iteration 300,episodic return 2299.1162039566793, reward_pressure: 0.978
Processed Iteration 350,episodic return 2409.66810285388, reward_pressure: 0.9860000000000008
Processed Iteration 400,episodic return 2524.9954841180815, reward_pressure: 0.9769999999999999
Processed Iteration 450,episodic return 2655.9210257083737, reward_pressure: 1.0
Processed Iteration 500,episodic return 2696.2633456156414, reward_pressure: 0.9940000000000003
Processed Iteration 550,episodic return 2690.180306066707, reward_pressure: 0.996
Processed Iteration 600,episodic return 2739.7087372037977, reward_pressure: 0.9540000000000006
Processed Iteration 650,episodic return 2700.4546146387743, reward_pressure: 0.9410000000000006
Processed Iteration 700,episodic return 2734.4201064933623, reward_pressure: 0.9129999999999991
Processed Iteration 750,episodic return 2728.1724136672206, reward_pressure: 0.8760000000000001
Processed Iteration 800,episodic return 2658.386539931184, reward_pressure: 0.8869999999999999
Processed Iteration 850,episodic return 2787.8100740332393, reward_pressure: 0.8369999999999997
Processed Iteration 900,episodic return 2751.0372996136775, reward_pressure: 0.7870000000000004
Processed Iteration 950,episodic return 2743.295445548899, reward_pressure: 0.7370000000000002
Processed Iteration 1000,episodic return 2751.3181121538755, reward_pressure: 0.6869999999999992
Processed Iteration 1050,episodic return 2616.8092587585693, reward_pressure: 0.6369999999999999
Processed Iteration 1100,episodic return 2708.2144786634703, reward_pressure: 0.5870000000000002
Processed Iteration 1150,episodic return 2736.635381768657, reward_pressure: 0.5369999999999997
Processed Iteration 1200,episodic return 2715.9926929699636, reward_pressure: 0.48699999999999977
Processed Iteration 1250,episodic return 2601.3177721635307, reward_pressure: 0.43699999999999917
Processed Iteration 1300,episodic return 2641.8990756205317, reward_pressure: 0.3870000000000002
Processed Iteration 1350,episodic return 2771.037524674961, reward_pressure: 0.3369999999999995
Processed Iteration 1400,episodic return 2593.956379220206, reward_pressure: 0.28699999999999964
Processed Iteration 1450,episodic return 2683.985173955308, reward_pressure: 0.23699999999999968
Processed Iteration 1500,episodic return 2655.2406568232864, reward_pressure: 0.18699999999999967
Processed Iteration 1550,episodic return 2768.95352285801, reward_pressure: 0.1369999999999996
Processed Iteration 1600,episodic return 2739.4798089006845, reward_pressure: 0.08699999999999969
Processed Iteration 1650,episodic return 2776.3565563512007, reward_pressure: 0.03699999999999974
Processed Iteration 1700,episodic return 2665.7307810908956, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2675.065296073848, reward_pressure: 0.0
Processed Iteration 1800,episodic return 2679.407519256291, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2748.8484713511357, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2789.0571516338578, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2650.4831895200477, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2746.7589692263928, reward_pressure: 0.0
