Processed Iteration 50,episodic return 98.80469698014423, reward_pressure: 1.0
Processed Iteration 100,episodic return 551.0935014800216, reward_pressure: 1.0
Processed Iteration 150,episodic return 998.4343226952416, reward_pressure: 0.981000000000001
Processed Iteration 200,episodic return 1003.2024259792107, reward_pressure: 0.9309999999999993
Processed Iteration 250,episodic return 1009.9513879338123, reward_pressure: 0.8810000000000002
Processed Iteration 300,episodic return 1016.4899256523998, reward_pressure: 0.8309999999999996
Processed Iteration 350,episodic return 1017.9655433485245, reward_pressure: 0.7810000000000002
Processed Iteration 400,episodic return 1019.8827166270796, reward_pressure: 0.7310000000000001
Processed Iteration 450,episodic return 1041.8353710502338, reward_pressure: 0.9289999999999998
Processed Iteration 500,episodic return 1055.178127448683, reward_pressure: 1.0
Processed Iteration 550,episodic return 1065.075116782266, reward_pressure: 1.0
Processed Iteration 600,episodic return 1078.4365998952626, reward_pressure: 1.0
Processed Iteration 650,episodic return 1092.2837058077819, reward_pressure: 1.0
Processed Iteration 700,episodic return 1150.368172657315, reward_pressure: 1.0
Processed Iteration 750,episodic return 1187.3912648550092, reward_pressure: 1.0
Processed Iteration 800,episodic return 1243.6087588677185, reward_pressure: 1.0
Processed Iteration 850,episodic return 1243.4663758442712, reward_pressure: 0.9740000000000009
Processed Iteration 900,episodic return 1305.7625884595816, reward_pressure: 0.995
Processed Iteration 950,episodic return 1401.6496312101685, reward_pressure: 1.0
Processed Iteration 1000,episodic return 1412.3608008155074, reward_pressure: 0.9500000000000006
Processed Iteration 1050,episodic return 1427.7895332262349, reward_pressure: 0.8999999999999991
Processed Iteration 1100,episodic return 1339.5397177315826, reward_pressure: 0.8500000000000008
Processed Iteration 1150,episodic return 1262.03649048002, reward_pressure: 0.7999999999999997
Processed Iteration 1200,episodic return 1332.2053767422049, reward_pressure: 0.7499999999999999
Processed Iteration 1250,episodic return 1385.5534412353418, reward_pressure: 0.6999999999999997
Processed Iteration 1300,episodic return 1435.237768326503, reward_pressure: 0.6499999999999992
Processed Iteration 1350,episodic return 1414.5438619244017, reward_pressure: 0.6000000000000004
Processed Iteration 1400,episodic return 1487.7747343903975, reward_pressure: 0.5499999999999999
Processed Iteration 1450,episodic return 1544.1018347897934, reward_pressure: 0.49999999999999994
Processed Iteration 1500,episodic return 1512.298961961744, reward_pressure: 0.44999999999999934
Processed Iteration 1550,episodic return 1504.0571640157525, reward_pressure: 0.39999999999999963
Processed Iteration 1600,episodic return 1297.0704071652663, reward_pressure: 0.3499999999999997
Processed Iteration 1650,episodic return 1501.3878817878626, reward_pressure: 0.2999999999999994
Processed Iteration 1700,episodic return 1606.1349459338264, reward_pressure: 0.24999999999999986
Processed Iteration 1750,episodic return 1550.5639741972277, reward_pressure: 0.19999999999999946
Processed Iteration 1800,episodic return 1511.9303379301193, reward_pressure: 0.14999999999999955
Processed Iteration 1850,episodic return 1649.5706822640102, reward_pressure: 0.09999999999999966
Processed Iteration 1900,episodic return 1663.2423431640239, reward_pressure: 0.049999999999999684
Processed Iteration 1950,episodic return 1740.8676639430955, reward_pressure: 0.0
Processed Iteration 2000,episodic return 1783.5370780121466, reward_pressure: 0.0
Processed Iteration 2050,episodic return 1744.120149834594, reward_pressure: 0.04899999999999999
Processed Iteration 2100,episodic return 1806.9005829328412, reward_pressure: 0.001
Processed Iteration 2150,episodic return 1310.3598857721443, reward_pressure: 0.0
Processed Iteration 2200,episodic return 1537.3394633676044, reward_pressure: 0.0
Processed Iteration 2250,episodic return 1469.9369799590454, reward_pressure: 0.0
Processed Iteration 2300,episodic return 1473.4855087761905, reward_pressure: 0.0
Processed Iteration 2350,episodic return 1505.7189118894134, reward_pressure: 0.0
Processed Iteration 2400,episodic return 1471.9305182923881, reward_pressure: 0.0
Processed Iteration 2450,episodic return 1519.7686803234624, reward_pressure: 0.0
Processed Iteration 2500,episodic return 1565.3536635450125, reward_pressure: 0.0
Processed Iteration 2550,episodic return 1572.512847213354, reward_pressure: 0.0
Processed Iteration 2600,episodic return 1512.6695661475574, reward_pressure: 0.0
Processed Iteration 2650,episodic return 1541.423101522639, reward_pressure: 0.0
Processed Iteration 2700,episodic return 1526.7097525286224, reward_pressure: 0.0
Processed Iteration 2750,episodic return 1551.659337401269, reward_pressure: 0.0
Processed Iteration 2800,episodic return 1573.1746828409719, reward_pressure: 0.0
Processed Iteration 2850,episodic return 1635.0201904705991, reward_pressure: 0.0
Processed Iteration 2900,episodic return 1660.444456161057, reward_pressure: 0.0
Processed Iteration 2950,episodic return 1664.6528314762902, reward_pressure: 0.0
Processed Iteration 3000,episodic return 1616.6035617060923, reward_pressure: 0.0
