Processed Iteration 50,episodic return 109.72432641117388, reward_pressure: 1.0
Processed Iteration 100,episodic return 147.06690087153143, reward_pressure: 1.0
Processed Iteration 150,episodic return 230.1835864989215, reward_pressure: 1.0
Processed Iteration 200,episodic return 262.2271133885938, reward_pressure: 1.0
Processed Iteration 250,episodic return 322.65266631843247, reward_pressure: 0.996
Processed Iteration 300,episodic return 299.47353561518514, reward_pressure: 0.9970000000000002
Processed Iteration 350,episodic return 298.0560905496641, reward_pressure: 0.9470000000000003
Processed Iteration 400,episodic return 342.35883589214177, reward_pressure: 0.8969999999999994
Processed Iteration 450,episodic return 390.59281242230963, reward_pressure: 0.8789999999999992
Processed Iteration 500,episodic return 867.7689339826602, reward_pressure: 0.965
Processed Iteration 550,episodic return 1800.1931846335144, reward_pressure: 1.0
Processed Iteration 600,episodic return 1734.7783406215283, reward_pressure: 0.9950000000000003
Processed Iteration 650,episodic return 1103.6176131793945, reward_pressure: 0.9450000000000002
Processed Iteration 700,episodic return 3315.2792460706323, reward_pressure: 0.8979999999999992
Processed Iteration 750,episodic return 4332.989120197713, reward_pressure: 0.9399999999999997
Processed Iteration 800,episodic return 2601.017177121078, reward_pressure: 1.0
Processed Iteration 850,episodic return 3576.71194309017, reward_pressure: 0.9910000000000005
Processed Iteration 900,episodic return 3617.094448863477, reward_pressure: 0.9649999999999997
Processed Iteration 950,episodic return 4079.6625131858063, reward_pressure: 1.0
Processed Iteration 1000,episodic return 4240.598973192261, reward_pressure: 0.9670000000000007
Processed Iteration 1050,episodic return 4552.801997942285, reward_pressure: 0.916999999999999
Processed Iteration 1100,episodic return 3662.270376447253, reward_pressure: 0.867000000000001
Processed Iteration 1150,episodic return 5064.084912115163, reward_pressure: 0.8959999999999992
Processed Iteration 1200,episodic return 2153.2168568120246, reward_pressure: 0.8540000000000008
Processed Iteration 1250,episodic return 5230.560218513114, reward_pressure: 0.8039999999999998
Processed Iteration 1300,episodic return 4980.739379285982, reward_pressure: 0.7790000000000002
Processed Iteration 1350,episodic return 6691.627409726833, reward_pressure: 0.8440000000000002
Processed Iteration 1400,episodic return 7332.057059738466, reward_pressure: 0.795
Processed Iteration 1450,episodic return 7615.894393129781, reward_pressure: 0.7989999999999998
Processed Iteration 1500,episodic return 7770.442163431963, reward_pressure: 0.7819999999999997
Processed Iteration 1550,episodic return 6288.264557395854, reward_pressure: 0.768
Processed Iteration 1600,episodic return 7437.694922114628, reward_pressure: 0.7819999999999997
Processed Iteration 1650,episodic return 8550.944104199949, reward_pressure: 0.768
Processed Iteration 1700,episodic return 8675.149853817098, reward_pressure: 0.718
Processed Iteration 1750,episodic return 9177.66083333943, reward_pressure: 0.6929999999999997
Processed Iteration 1800,episodic return 8825.414494664627, reward_pressure: 0.674999999999999
Processed Iteration 1850,episodic return 9178.067663288632, reward_pressure: 0.6250000000000006
Processed Iteration 1900,episodic return 9359.551320687744, reward_pressure: 0.5750000000000002
Processed Iteration 1950,episodic return 9358.911329257895, reward_pressure: 0.5249999999999997
Processed Iteration 2000,episodic return 9102.932446864526, reward_pressure: 0.4749999999999996
