Processed Iteration 50,episodic return 34.47207785147349, reward_pressure: 0.0
Processed Iteration 100,episodic return 5.50651361476115, reward_pressure: 0.0
Processed Iteration 150,episodic return 3.787582162591012, reward_pressure: 0.0
Processed Iteration 200,episodic return 3.792894886693923, reward_pressure: 0.0
Processed Iteration 250,episodic return 3.3775685702496823, reward_pressure: 0.0
Processed Iteration 300,episodic return 3.3197857588820643, reward_pressure: 0.0
Processed Iteration 350,episodic return 3.6907549835895743, reward_pressure: 0.0
Processed Iteration 400,episodic return 3.61383025561872, reward_pressure: 0.0
Processed Iteration 450,episodic return 3.3093485295151326, reward_pressure: 0.0
Processed Iteration 500,episodic return 3.117151553658689, reward_pressure: 0.0
Processed Iteration 550,episodic return 2.90859427975293, reward_pressure: 0.0
Processed Iteration 600,episodic return 3.0861152571886805, reward_pressure: 0.0
Processed Iteration 650,episodic return 3.161573769176843, reward_pressure: 0.0
Processed Iteration 700,episodic return 3.0047274531759847, reward_pressure: 0.0
Processed Iteration 750,episodic return 3.0005034899955434, reward_pressure: 0.0
Processed Iteration 800,episodic return 2.915312148230348, reward_pressure: 0.0
Processed Iteration 850,episodic return 3.069725995593923, reward_pressure: 0.0
Processed Iteration 900,episodic return 3.2398509949364587, reward_pressure: 0.0
Processed Iteration 950,episodic return 3.0499300455983884, reward_pressure: 0.0
Processed Iteration 1000,episodic return 2.926832854958471, reward_pressure: 0.0
Processed Iteration 1050,episodic return 3.0745140073947277, reward_pressure: 0.0
Processed Iteration 1100,episodic return 2.9954797641874804, reward_pressure: 0.0
Processed Iteration 1150,episodic return 3.12071074233577, reward_pressure: 0.0
Processed Iteration 1200,episodic return 3.0996584083401104, reward_pressure: 0.0
Processed Iteration 1250,episodic return 3.923810584931772, reward_pressure: 0.0
Processed Iteration 1300,episodic return 4.216145505174388, reward_pressure: 0.0
Processed Iteration 1350,episodic return 3.854426699282535, reward_pressure: 0.0
Processed Iteration 1400,episodic return 3.642783336291137, reward_pressure: 0.0
Processed Iteration 1450,episodic return 3.99423969400085, reward_pressure: 0.0
Processed Iteration 1500,episodic return 3.2727554094236155, reward_pressure: 0.0
Processed Iteration 1550,episodic return 3.9429443385686325, reward_pressure: 0.0
Processed Iteration 1600,episodic return 3.2488303160388408, reward_pressure: 0.0
Processed Iteration 1650,episodic return 2.964776443103637, reward_pressure: 0.0
Processed Iteration 1700,episodic return 3.3052494208979852, reward_pressure: 0.0
Processed Iteration 1750,episodic return 2.36603200572874, reward_pressure: 0.0
Processed Iteration 1800,episodic return 0.48997798249791613, reward_pressure: 0.0
Processed Iteration 1850,episodic return 0.27023401063066155, reward_pressure: 0.0
Processed Iteration 1900,episodic return 0.23618077579702132, reward_pressure: 0.0
Processed Iteration 1950,episodic return 0.2473606492144564, reward_pressure: 0.0
Processed Iteration 2000,episodic return 0.2755759000172696, reward_pressure: 0.0
Processed Iteration 2050,episodic return 0.2638131089001178, reward_pressure: 0.0
Processed Iteration 2100,episodic return 0.195412878135375, reward_pressure: 0.0
Processed Iteration 2150,episodic return 0.26125372519732, reward_pressure: 0.0
Processed Iteration 2200,episodic return 0.24115506031466996, reward_pressure: 0.0
Processed Iteration 2250,episodic return 0.21309164661777635, reward_pressure: 0.0
Processed Iteration 2300,episodic return 0.2490738938954789, reward_pressure: 0.0
Processed Iteration 2350,episodic return 0.25022871789953266, reward_pressure: 0.0
Processed Iteration 2400,episodic return 0.2386861516059526, reward_pressure: 0.0
Processed Iteration 2450,episodic return 0.2509394117588501, reward_pressure: 0.0
Processed Iteration 2500,episodic return 0.26566581101533066, reward_pressure: 0.0
Processed Iteration 2550,episodic return 0.2921217351000462, reward_pressure: 0.0
Processed Iteration 2600,episodic return 0.22248223224723568, reward_pressure: 0.0
Processed Iteration 2650,episodic return 0.2969647719241545, reward_pressure: 0.0
Processed Iteration 2700,episodic return 0.27442358398834554, reward_pressure: 0.0
Processed Iteration 2750,episodic return 0.24633428649721573, reward_pressure: 0.0
Processed Iteration 2800,episodic return 0.2200541518328765, reward_pressure: 0.0
Processed Iteration 2850,episodic return 0.2787321777082627, reward_pressure: 0.0
Processed Iteration 2900,episodic return 0.2661420245892069, reward_pressure: 0.0
Processed Iteration 2950,episodic return 0.273683354137075, reward_pressure: 0.0
Processed Iteration 3000,episodic return 0.2779391000646363, reward_pressure: 0.0
