Processed Iteration 50,episodic return -179.38681991912355, reward_pressure: 1.0
Processed Iteration 100,episodic return 295.63498978053883, reward_pressure: 1.0
Processed Iteration 150,episodic return 628.7670504559446, reward_pressure: 1.0
Processed Iteration 200,episodic return 762.0815620518094, reward_pressure: 1.0
Processed Iteration 250,episodic return 826.2814242714715, reward_pressure: 1.0
Processed Iteration 300,episodic return 904.5297922792441, reward_pressure: 0.9955999999999995
Processed Iteration 350,episodic return 927.2341912311881, reward_pressure: 0.9967999999999995
Processed Iteration 400,episodic return 950.1077982995362, reward_pressure: 0.9767999999999998
Processed Iteration 450,episodic return 950.2263254926391, reward_pressure: 0.9568000000000002
Processed Iteration 500,episodic return 932.0358480259699, reward_pressure: 0.9368000000000002
Processed Iteration 550,episodic return 938.5841275529392, reward_pressure: 0.9168000000000005
Processed Iteration 600,episodic return 947.1979596163333, reward_pressure: 0.8967999999999998
Processed Iteration 650,episodic return 956.5973045608017, reward_pressure: 0.8767999999999997
Processed Iteration 700,episodic return 934.0068986598569, reward_pressure: 0.8568000000000001
Processed Iteration 750,episodic return 936.8850540325712, reward_pressure: 0.8368000000000001
Processed Iteration 800,episodic return 910.7495333906691, reward_pressure: 0.8167999999999996
Processed Iteration 850,episodic return 940.0266653853535, reward_pressure: 0.7968000000000004
Processed Iteration 900,episodic return 965.429230403504, reward_pressure: 0.7767999999999999
Processed Iteration 950,episodic return 988.9551553703557, reward_pressure: 0.7567999999999995
Processed Iteration 1000,episodic return 1000.067763394333, reward_pressure: 0.7599999999999997
Processed Iteration 1050,episodic return 979.1758231491381, reward_pressure: 0.7747999999999997
Processed Iteration 1100,episodic return 901.7553653904366, reward_pressure: 0.7547999999999995
Processed Iteration 1150,episodic return 955.0022855338668, reward_pressure: 0.7347999999999993
Processed Iteration 1200,episodic return 960.8631987719787, reward_pressure: 0.7147999999999997
Processed Iteration 1250,episodic return 965.1338546371182, reward_pressure: 0.6947999999999994
Processed Iteration 1300,episodic return 1012.0228474992422, reward_pressure: 0.6747999999999996
Processed Iteration 1350,episodic return 995.4955464190577, reward_pressure: 0.6548000000000002
Processed Iteration 1400,episodic return 960.1850848263497, reward_pressure: 0.6348000000000005
Processed Iteration 1450,episodic return 992.7672534319854, reward_pressure: 0.6148000000000002
Processed Iteration 1500,episodic return 998.679770381606, reward_pressure: 0.5947999999999997
Processed Iteration 1550,episodic return 950.1527905941915, reward_pressure: 0.5747999999999993
Processed Iteration 1600,episodic return 965.5175624945242, reward_pressure: 0.5547999999999991
Processed Iteration 1650,episodic return 926.0061102204767, reward_pressure: 0.5347999999999993
Processed Iteration 1700,episodic return 950.6648995924899, reward_pressure: 0.5147999999999997
Processed Iteration 1750,episodic return 927.7418331563467, reward_pressure: 0.4948
Processed Iteration 1800,episodic return 911.2093736077057, reward_pressure: 0.4748000000000003
Processed Iteration 1850,episodic return 922.2637065151675, reward_pressure: 0.4547999999999989
Processed Iteration 1900,episodic return 880.0738516234408, reward_pressure: 0.43479999999999913
Processed Iteration 1950,episodic return 948.288362251263, reward_pressure: 0.41479999999999945
Processed Iteration 2000,episodic return 926.2751232622082, reward_pressure: 0.39479999999999904
