Processed Iteration 50,episodic return -173.77351344686787, reward_pressure: 1.0
Processed Iteration 100,episodic return 698.6985814337895, reward_pressure: 1.0
Processed Iteration 150,episodic return 1679.0575900793785, reward_pressure: 1.0
Processed Iteration 200,episodic return 2038.1399735903976, reward_pressure: 1.0
Processed Iteration 250,episodic return 2179.903959664165, reward_pressure: 1.0
Processed Iteration 300,episodic return 2303.8530268662303, reward_pressure: 1.0
Processed Iteration 350,episodic return 2224.649950059137, reward_pressure: 0.9640000000000007
Processed Iteration 400,episodic return 2438.2920864171433, reward_pressure: 0.9689999999999998
Processed Iteration 450,episodic return 2515.407282433929, reward_pressure: 0.9939999999999999
Processed Iteration 500,episodic return 2763.4040261721752, reward_pressure: 1.0
Processed Iteration 550,episodic return 2681.827494239594, reward_pressure: 0.9990000000000001
Processed Iteration 600,episodic return 2719.3405116269614, reward_pressure: 0.9490000000000005
Processed Iteration 650,episodic return 3038.026579851594, reward_pressure: 0.9590000000000001
Processed Iteration 700,episodic return 3143.862471550314, reward_pressure: 0.981000000000001
Processed Iteration 750,episodic return 3173.6091341386214, reward_pressure: 0.9990000000000001
Processed Iteration 800,episodic return 3152.0196588123513, reward_pressure: 0.9510000000000006
Processed Iteration 850,episodic return 3011.1887984345904, reward_pressure: 0.9009999999999992
Processed Iteration 900,episodic return 2986.204501268131, reward_pressure: 0.8510000000000008
Processed Iteration 950,episodic return 2946.323477770886, reward_pressure: 0.8009999999999998
Processed Iteration 1000,episodic return 2928.4411624826403, reward_pressure: 0.7509999999999999
Processed Iteration 1050,episodic return 3098.1031863749954, reward_pressure: 0.7009999999999996
Processed Iteration 1100,episodic return 3164.936149900975, reward_pressure: 0.6509999999999992
Processed Iteration 1150,episodic return 3037.2937314165424, reward_pressure: 0.6010000000000005
Processed Iteration 1200,episodic return 2850.2636493384, reward_pressure: 0.5509999999999998
Processed Iteration 1250,episodic return 2831.4115057215754, reward_pressure: 0.5009999999999999
Processed Iteration 1300,episodic return 2787.9924042251555, reward_pressure: 0.4509999999999994
Processed Iteration 1350,episodic return 2889.4518887222575, reward_pressure: 0.40099999999999963
Processed Iteration 1400,episodic return 2792.322808126295, reward_pressure: 0.3509999999999998
Processed Iteration 1450,episodic return 2837.2062595931916, reward_pressure: 0.3009999999999994
Processed Iteration 1500,episodic return 2883.5407477701337, reward_pressure: 0.2509999999999999
Processed Iteration 1550,episodic return 2866.151939287952, reward_pressure: 0.20099999999999948
Processed Iteration 1600,episodic return 2862.2248756893414, reward_pressure: 0.15099999999999952
Processed Iteration 1650,episodic return 2725.8037346160104, reward_pressure: 0.10099999999999966
Processed Iteration 1700,episodic return 2671.2833779026823, reward_pressure: 0.050999999999999684
Processed Iteration 1750,episodic return 2715.1487932385267, reward_pressure: 0.0009999999999999937
Processed Iteration 1800,episodic return 2672.1061591520665, reward_pressure: 0.0
Processed Iteration 1850,episodic return 2678.707238923276, reward_pressure: 0.0
Processed Iteration 1900,episodic return 2790.7189657001345, reward_pressure: 0.0
Processed Iteration 1950,episodic return 2789.3175219935442, reward_pressure: 0.0
Processed Iteration 2000,episodic return 2679.011729878569, reward_pressure: 0.0
