Processed Iteration 50,episodic return -37.58922056476717, reward_pressure: 1.0
Processed Iteration 100,episodic return 657.6775119149656, reward_pressure: 1.0
Processed Iteration 150,episodic return 1426.8913660189821, reward_pressure: 1.0
Processed Iteration 200,episodic return 2174.4786697765785, reward_pressure: 1.0
Processed Iteration 250,episodic return 2500.7659462427637, reward_pressure: 1.0
Processed Iteration 300,episodic return 2420.552659009766, reward_pressure: 0.980399999999999
Processed Iteration 350,episodic return 2476.652134216472, reward_pressure: 0.9604000000000006
Processed Iteration 400,episodic return 2482.013535021617, reward_pressure: 0.9580000000000006
Processed Iteration 450,episodic return 2505.3141864187487, reward_pressure: 0.9423999999999996
Processed Iteration 500,episodic return 2581.2684904974794, reward_pressure: 0.9224000000000011
Processed Iteration 550,episodic return 2677.805677281191, reward_pressure: 0.9180000000000011
Processed Iteration 600,episodic return 2705.900218966234, reward_pressure: 0.9043999999999991
Processed Iteration 650,episodic return 2674.9369537388334, reward_pressure: 0.8923999999999991
Processed Iteration 700,episodic return 2797.4077036262647, reward_pressure: 0.9267999999999997
Processed Iteration 750,episodic return 2765.5492334413375, reward_pressure: 0.9304000000000009
Processed Iteration 800,episodic return 2645.1445077582307, reward_pressure: 0.9103999999999995
Processed Iteration 850,episodic return 2690.4445538089876, reward_pressure: 0.8904000000000003
Processed Iteration 900,episodic return 2847.6710443686297, reward_pressure: 0.8992000000000001
Processed Iteration 950,episodic return 2582.0430429000185, reward_pressure: 0.9123999999999998
Processed Iteration 1000,episodic return 2760.851784776667, reward_pressure: 0.8924000000000004
Processed Iteration 1050,episodic return 2859.0092716449353, reward_pressure: 0.8971999999999991
Processed Iteration 1100,episodic return 2856.303423606839, reward_pressure: 0.8828000000000001
Processed Iteration 1150,episodic return 2717.2987805353714, reward_pressure: 0.8627999999999996
Processed Iteration 1200,episodic return 2685.195550342994, reward_pressure: 0.8796
Processed Iteration 1250,episodic return 2707.729864271514, reward_pressure: 0.8603999999999995
Processed Iteration 1300,episodic return 2755.0203143093026, reward_pressure: 0.8404000000000005
Processed Iteration 1350,episodic return 2689.355461276136, reward_pressure: 0.8204000000000002
Processed Iteration 1400,episodic return 2801.1254955521877, reward_pressure: 0.8003999999999998
Processed Iteration 1450,episodic return 2735.266210858552, reward_pressure: 0.7804000000000005
Processed Iteration 1500,episodic return 2737.0718884604576, reward_pressure: 0.7603999999999987
Processed Iteration 1550,episodic return 2537.4637296543447, reward_pressure: 0.7403999999999996
Processed Iteration 1600,episodic return 2674.519370149231, reward_pressure: 0.720399999999999
Processed Iteration 1650,episodic return 2596.003100866939, reward_pressure: 0.7003999999999997
Processed Iteration 1700,episodic return 2656.7348396153106, reward_pressure: 0.6803999999999997
Processed Iteration 1750,episodic return 2630.8965419220067, reward_pressure: 0.6603999999999999
Processed Iteration 1800,episodic return 2625.123143063349, reward_pressure: 0.6404000000000003
Processed Iteration 1850,episodic return 2559.058819595148, reward_pressure: 0.6204000000000002
Processed Iteration 1900,episodic return 2678.112662457206, reward_pressure: 0.6004000000000005
Processed Iteration 1950,episodic return 2518.578954645621, reward_pressure: 0.5803999999999992
Processed Iteration 2000,episodic return 2631.238041381983, reward_pressure: 0.5735999999999991
