Processed Iteration 50,episodic return 110.46288199893384, reward_pressure: 1.0
Processed Iteration 100,episodic return 176.44522050992344, reward_pressure: 1.0
Processed Iteration 150,episodic return 218.98744813650916, reward_pressure: 1.0
Processed Iteration 200,episodic return 226.6909859284213, reward_pressure: 0.9520000000000006
Processed Iteration 250,episodic return 247.68142252022625, reward_pressure: 0.9320000000000007
Processed Iteration 300,episodic return 250.4141656521152, reward_pressure: 0.932
Processed Iteration 350,episodic return 288.6140082470731, reward_pressure: 0.9460000000000002
Processed Iteration 400,episodic return 294.07931154664715, reward_pressure: 0.9799999999999999
Processed Iteration 450,episodic return 306.6436570158601, reward_pressure: 0.9700000000000009
Processed Iteration 500,episodic return 322.9311849924816, reward_pressure: 0.9360000000000004
Processed Iteration 550,episodic return 293.0384235145719, reward_pressure: 0.9339999999999992
Processed Iteration 600,episodic return 314.28756214058626, reward_pressure: 0.9160000000000004
Processed Iteration 650,episodic return 326.73725775056323, reward_pressure: 0.9339999999999992
Processed Iteration 700,episodic return 320.69870800689745, reward_pressure: 0.884
Processed Iteration 750,episodic return 416.8121325822404, reward_pressure: 0.9160000000000003
Processed Iteration 800,episodic return 560.1307820939332, reward_pressure: 1.0
Processed Iteration 850,episodic return 794.0163683642235, reward_pressure: 1.0
Processed Iteration 900,episodic return 1417.9590390403873, reward_pressure: 1.0
Processed Iteration 950,episodic return 1184.8519216519105, reward_pressure: 0.9770000000000009
Processed Iteration 1000,episodic return 1696.2542452289877, reward_pressure: 0.9269999999999992
Processed Iteration 1050,episodic return 1577.3619478316573, reward_pressure: 0.8770000000000004
Processed Iteration 1100,episodic return 4075.139082289474, reward_pressure: 0.9239999999999996
Processed Iteration 1150,episodic return 2826.3107468035364, reward_pressure: 0.9860000000000008
Processed Iteration 1200,episodic return 1149.714394095966, reward_pressure: 0.9359999999999994
Processed Iteration 1250,episodic return 3358.3894464055625, reward_pressure: 0.8859999999999999
Processed Iteration 1300,episodic return 5339.855754354427, reward_pressure: 0.8859999999999991
Processed Iteration 1350,episodic return 1927.4795218997617, reward_pressure: 0.8640000000000009
Processed Iteration 1400,episodic return 5688.416906590737, reward_pressure: 0.8360000000000006
Processed Iteration 1450,episodic return 3534.5929914388807, reward_pressure: 0.9109999999999999
Processed Iteration 1500,episodic return 1031.4558501093975, reward_pressure: 0.983000000000001
Processed Iteration 1550,episodic return 3788.4416871789495, reward_pressure: 0.981
Processed Iteration 1600,episodic return 4101.498425378147, reward_pressure: 1.0
Processed Iteration 1650,episodic return 6789.675152452051, reward_pressure: 0.9570000000000006
Processed Iteration 1700,episodic return 6849.872052717161, reward_pressure: 0.998
Processed Iteration 1750,episodic return 7034.502627140308, reward_pressure: 1.0
Processed Iteration 1800,episodic return 6841.136070906135, reward_pressure: 0.993
Processed Iteration 1850,episodic return 4569.01690559609, reward_pressure: 0.9590000000000006
Processed Iteration 1900,episodic return 8119.0225550820105, reward_pressure: 0.9139999999999996
Processed Iteration 1950,episodic return 4555.903482073589, reward_pressure: 0.9550000000000003
Processed Iteration 2000,episodic return 6107.168069632162, reward_pressure: 1.0
