Processed Iteration 50,episodic return -61.77804992464402, reward_pressure: 1.0
Processed Iteration 100,episodic return 829.7451730959011, reward_pressure: 1.0
Processed Iteration 150,episodic return 1849.5100567291925, reward_pressure: 1.0
Processed Iteration 200,episodic return 2477.234399767771, reward_pressure: 1.0
Processed Iteration 250,episodic return 2629.3730899301468, reward_pressure: 1.0
Processed Iteration 300,episodic return 2655.2371797106407, reward_pressure: 0.9980000000000001
Processed Iteration 350,episodic return 2726.598569708205, reward_pressure: 0.9963999999999994
Processed Iteration 400,episodic return 2704.635417905034, reward_pressure: 0.9763999999999998
Processed Iteration 450,episodic return 2726.003637048616, reward_pressure: 0.9564000000000001
Processed Iteration 500,episodic return 2708.854425068057, reward_pressure: 0.9364000000000003
Processed Iteration 550,episodic return 2695.771605334446, reward_pressure: 0.9164000000000004
Processed Iteration 600,episodic return 2713.200198949414, reward_pressure: 0.8963999999999999
Processed Iteration 650,episodic return 2705.4884739268587, reward_pressure: 0.8763999999999996
Processed Iteration 700,episodic return 2641.9309427900666, reward_pressure: 0.8564000000000002
Processed Iteration 750,episodic return 2707.7839560840866, reward_pressure: 0.8364
Processed Iteration 800,episodic return 2709.6016643397684, reward_pressure: 0.8264000000000007
Processed Iteration 850,episodic return 2685.234964570388, reward_pressure: 0.8336
Processed Iteration 900,episodic return 2736.705676112819, reward_pressure: 0.8135999999999995
Processed Iteration 950,episodic return 2702.484730860775, reward_pressure: 0.7936000000000005
Processed Iteration 1000,episodic return 2669.263368423018, reward_pressure: 0.7735999999999996
Processed Iteration 1050,episodic return 2723.5136484175728, reward_pressure: 0.7535999999999996
Processed Iteration 1100,episodic return 2691.3492837823974, reward_pressure: 0.7335999999999993
Processed Iteration 1150,episodic return 2702.4785476207935, reward_pressure: 0.7135999999999996
Processed Iteration 1200,episodic return 2690.8732612351323, reward_pressure: 0.6935999999999994
Processed Iteration 1250,episodic return 2696.9487936275714, reward_pressure: 0.6735999999999998
Processed Iteration 1300,episodic return 2660.907433309598, reward_pressure: 0.6536000000000002
Processed Iteration 1350,episodic return 2686.9222932018743, reward_pressure: 0.6336000000000005
Processed Iteration 1400,episodic return 2673.835994728116, reward_pressure: 0.6136000000000003
Processed Iteration 1450,episodic return 2645.9439020729433, reward_pressure: 0.5935999999999995
Processed Iteration 1500,episodic return 2659.25251438602, reward_pressure: 0.5735999999999993
Processed Iteration 1550,episodic return 2673.1364480348793, reward_pressure: 0.5535999999999991
Processed Iteration 1600,episodic return 2564.7565866327714, reward_pressure: 0.5335999999999994
Processed Iteration 1650,episodic return 2610.3118027305895, reward_pressure: 0.5135999999999997
Processed Iteration 1700,episodic return 2605.3599916882226, reward_pressure: 0.49360000000000004
Processed Iteration 1750,episodic return 2452.682166777715, reward_pressure: 0.4736000000000003
Processed Iteration 1800,episodic return 2612.1536001799905, reward_pressure: 0.4535999999999987
Processed Iteration 1850,episodic return 2668.9654716775526, reward_pressure: 0.43359999999999915
Processed Iteration 1900,episodic return 2578.870785622453, reward_pressure: 0.4135999999999994
Processed Iteration 1950,episodic return 2581.2255554410153, reward_pressure: 0.39359999999999906
Processed Iteration 2000,episodic return 2592.8337673254887, reward_pressure: 0.37359999999999927
